Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. NPDC005791                                        NZ_JBIAIP010000002.1  452833    455666    5.1071   0        1        1        1      
Streptomyces sp. NPDC026589                                        NZ_JBEZYG010000044.1  30653     34423     6.1426   1        1        1        1      
Streptomyces sp. NPDC052023                                        NZ_JBIUBW010000047.1  198       3352      5.1162   0        1        1        1      
Streptomyces sp. NRRL S-1896                                       NZ_JOIV01000036.1     178179    181935    6.1454   1        1        1        1      
Streptomyces sp. NPDC014846                                        NZ_JBIBWX010000011.1  51649     65433     4.1334   0        1        1        1      
Streptomyces sp. NPDC090073                                        NZ_JBIVEI010000006.1  14461     18188     6.1452   1        1        1        1      
Streptomyces sp. NPDC059850                                        NZ_JBHWJI010000062.1  10494     14081     6.1414   1        1        1        1      
Streptomyces sp. NPDC006450                                        NZ_JBEXPT010000169.1  4097      7713      6.1421   1        1        1        1      
Streptomyces sp. NPDC051211                                        NZ_JBFBAV010000056.1  3448      7103      6.1429   1        1        1        1      
Streptomyces sp. PA5.6                                             NZ_JAROKT010000028.1  42654     46231     6.1379   1        1        1        1      
Streptomyces sp. SID14515                                          NZ_JAAGMH010000097.1  179607    186020    4.0920   1        1        0        1      
Streptomyces sp. 549                                               NZ_JASKMT010000001.1  31278     37701     4.0917   1        1        0        1      
Streptomyces sp. NPDC059717                                        NZ_JBHWFZ010000149.1  114       3072      5.1148   0        1        1        1      
Streptomyces sp. NPDC029721                                        NZ_JBEZWB010000007.1  24334     29013     5.1320   1        1        1        0      
Streptomyces sp. NPDC029721                                        NZ_JBEZWB010000060.1  2742      12407     6.1121   0        1        1        2      
Streptomyces sp. NPDC127069                                        NZ_JBHXEO010000015.1  24247     28926     5.1319   1        1        1        0      
Streptomyces sp. NPDC127069                                        NZ_JBHXEO010000068.1  26771     36618     6.1121   0        1        1        2      
Streptomyces sp. NPDC059525                                        NZ_JBHYTJ010000415.1  2         2894      5.1069   0        1        1        1      
Streptomyces sp. NPDC096033                                        NZ_JBIWGI010000010.1  215143    224809    6.1123   0        1        1        2      
Streptomyces sp. NPDC096033                                        NZ_JBIWGI010000010.1  183728    188407    5.1306   1        1        1        0      
Streptomyces sp. NPDC002870                                        NZ_JBIAPW010000043.1  675       4436      6.1435   1        1        1        1      
Streptomyces sp. CB02115                                           NZ_LIVW01000004.1     311905    315547    6.1432   1        1        1        1      
Streptomyces sp. NPDC058326                                        NZ_JBHVZO010000021.1  7834      11550     6.1445   1        1        1        1      
Streptomyces sp. NPDC046557                                        NZ_JBEYZH010000030.1  54357     58210     6.1468   1        1        1        1      
Streptomyces sp. NPDC046557                                        NZ_JBEYZH010000019.1  22224     30075     4.1049   0        1        1        1      
Streptomyces sp. NPDC058614                                        NZ_JBHXQI010000087.1  15430     31171     6.1414   1        1        1        1      
Streptomyces sp. NPDC048504                                        NZ_JBICXA010000017.1  202637    206247    6.1439   1        1        1        1      
Streptomyces sp. NBC_00648                                         NZ_CP109038.1         7928885   7932830   7.1513   1        1        1        2      
Streptomyces sp. NBC_00648                                         NZ_CP109038.1         1923202   1926829   6.1442   1        1        1        1      
Streptomyces sp. TRM70350                                          NZ_JAHUXH010000052.1  3421      7861      6.1463   1        1        1        1      
Streptomyces sp. NPDC048560                                        NZ_JBEZIJ010000002.1  115314    120428    7.1514   1        1        1        2      
Streptomyces sp. NPDC002057                                        NZ_JBEOXR010000101.1  530       4226      6.1441   1        1        1        1      
Streptomyces sp. ISL-96                                            NZ_JAGGPA010000011.1  289334    293131    6.1443   1        1        1        1      
