LFVR01000305.1	GCA_001047335.1
NZ_JARAYW010000003.1	GCF_033794625.1
NZ_JARAYX010000038.1	GCF_033794645.1
NZ_JARAYY010000009.1	GCF_033794665.1
NZ_JARGEF010000068.1	GCF_033794725.1
NZ_JARAZB010000001.1	GCF_033794735.1
NZ_JARAZE010000026.1	GCF_033794785.1
NZ_JARAZF010000025.1	GCF_033794825.1
NZ_JARAZG010000002.1	GCF_033794835.1
NZ_JARAZP010000005.1	GCF_033794965.1
NZ_JARAZQ010000001.1	GCF_033794985.1
NZ_JARAZS010000001.1	GCF_033795045.1
NZ_JARAZS010000022.1	GCF_033795045.1
NZ_JARAZS010000053.1	GCF_033795045.1
NZ_JARAZS010000009.1	GCF_033795045.1
NZ_JARAZV010000018.1	GCF_033795085.1
NZ_JARAZZ010000009.1	GCF_033795185.1
NZ_JARBAB010000058.1	GCF_033795225.1
NZ_JARAZI010000034.1	GCF_033844245.1
NZ_JARAZO010000002.1	GCF_033844265.1
NZ_JAXAVV010000005.1	GCF_033949925.1
NZ_JAXAVW010000003.1	GCF_033949945.1
NZ_JAXAVU010000012.1	GCF_033949975.1
NZ_CP139176.1	GCF_034054735.1
NZ_CP139044.1	GCF_034057835.1
NZ_CP139824.1	GCF_034422375.1
NZ_JAXOTR010000008.1	GCF_034427475.1
NZ_JAXOTQ010000042.1	GCF_034427515.1
NZ_JAXHNV010000097.1	GCF_034520105.1
NZ_CP141102.1	GCF_034668605.1
NZ_JAYESH010000009.1	GCF_034720515.1
NZ_DATELF010000095.1	GCF_035276945.1
NZ_DATELF010000110.1	GCF_035276945.1
NZ_DATELF010000033.1	GCF_035276945.1
NZ_DATLEC010000117.1	GCF_035525475.1
NZ_JAYKYQ010000016.1	GCF_035544775.1
NZ_CP141532.1	GCF_035578105.1
NZ_DATNGK010000104.1	GCF_035605935.1
NZ_JAOZYB010000317.1	GCF_035616105.1
NZ_DASQCC010000053.1	GCF_035634895.1
NZ_DASQNP010000188.1	GCF_035644915.1
NZ_DASRGV010000061.1	GCF_035650855.1
NZ_DASRBQ010000078.1	GCF_035653575.1
NZ_JAYMHD010000028.1	GCF_035656535.1
NZ_JAYMHD010000011.1	GCF_035656535.1
NZ_CP141909.1	GCF_035658475.1
NZ_DASRVE010000288.1	GCF_035687565.1
NZ_DASTBH010000138.1	GCF_035712165.1
NZ_DASUCC010000096.1	GCF_035762905.1
NZ_JAOZYC010000057.1	GCF_035798155.1
NZ_JAYMZR010000034.1	GCF_035828615.1
NZ_JAYMZS010000012.1	GCF_035828755.1
NZ_JAKNRR010000005.1	GCF_035853655.1
NZ_CP107951.1	GCF_035917155.1
NZ_CP108094.1	GCF_035917175.1
NZ_CP108134.1	GCF_035917195.1
NZ_CP108165.1	GCF_035917215.1
NZ_CP108508.1	GCF_035917275.1
NZ_CP108674.1	GCF_035917295.1
NZ_CP109070.1	GCF_035917355.1
NZ_CP109073.1	GCF_035917415.1
NZ_CP109077.1	GCF_035917435.1
NZ_CP109083.1	GCF_035917555.1
NZ_CP109091.1	GCF_035917595.1
NZ_CP109102.1	GCF_035917655.1
NZ_CP109106.1	GCF_035917695.1
NZ_CP109116.1	GCF_035917835.1
NZ_CP109125.1	GCF_035917915.1
NZ_CP109127.1	GCF_035917955.1
NZ_CP109131.1	GCF_035917995.1
NZ_CP109135.1	GCF_035918055.1
NZ_CP109137.1	GCF_035918095.1
NZ_CP109140.1	GCF_035918115.1
NZ_CP109449.1	GCF_035918215.1
NZ_CP109486.1	GCF_035918235.1
NZ_CP109149.1	GCF_035920345.1
NZ_DASZGI010000314.1	GCF_035938995.1
NZ_CP108361.1	GCF_035940175.1
NZ_DASZCQ010000138.1	GCF_035942955.1
NZ_CP108364.1	GCF_035946055.1
NZ_CP108365.1	GCF_035949105.1
NZ_CP108368.1	GCF_035951655.1
NZ_CP108370.1	GCF_035953295.1
NZ_CP108376.1	GCF_035954115.1
NZ_CP108382.1	GCF_035957715.1
NZ_CP108383.1	GCF_035958815.1
NZ_CP108388.1	GCF_035974335.1
NZ_CP109055.1	GCF_035975855.1
NZ_CP108406.1	GCF_035976515.1
NZ_CP108422.1	GCF_035980495.1
NZ_CP108425.1	GCF_035981415.1
NZ_CP130721.1	GCF_035984415.1
NZ_CP108489.1	GCF_035987325.1
NZ_CP108492.1	GCF_035988225.1
NZ_CP108497.1	GCF_035988865.1
NZ_CP108518.1	GCF_035989885.1
NZ_CP108536.1	GCF_035993425.1
NZ_CP108512.1	GCF_035996785.1
NZ_DASYTH010000147.1	GCF_036002505.1
NZ_CP108530.1	GCF_036002945.1
NZ_CP108540.1	GCF_036006205.1
NZ_CP108545.1	GCF_036010285.1
NZ_CP108549.1	GCF_036010325.1
NZ_CP108551.1	GCF_036010345.1
NZ_CP108565.1	GCF_036010445.1
NZ_CP108569.1	GCF_036010505.1
NZ_CP108571.1	GCF_036010525.1
NZ_CP108114.1	GCF_036010565.1
NZ_CP108575.1	GCF_036010585.1
NZ_CP108174.1	GCF_036010605.1
NZ_CP108262.1	GCF_036010645.1
NZ_CP107862.1	GCF_036013545.1
NZ_CP107865.1	GCF_036013585.1
NZ_CP107866.1	GCF_036013605.1
NZ_CP107867.1	GCF_036013625.1
NZ_CP107870.1	GCF_036013645.1
NZ_CP107877.1	GCF_036013665.1
NZ_CP107878.1	GCF_036013685.1
NZ_CP107879.1	GCF_036013705.1
NZ_CP107885.1	GCF_036013815.1
NZ_CP107893.1	GCF_036013875.1
NZ_CP107902.1	GCF_036013935.1
NZ_CP107903.1	GCF_036013955.1
NZ_CP107904.1	GCF_036013975.1
NZ_CP109337.1	GCF_036014035.1
NZ_CP107906.1	GCF_036014055.1
NZ_CP107911.1	GCF_036014075.1
NZ_CP107910.1	GCF_036014095.1
NZ_CP107913.1	GCF_036014115.1
NZ_CP107917.1	GCF_036014175.1
NZ_CP107918.1	GCF_036014195.1
NZ_CP107924.1	GCF_036014235.1
NZ_CP107935.1	GCF_036038375.1
NZ_CP107939.1	GCF_036046055.1
NZ_CP107944.1	GCF_036055215.1
NZ_CP107945.1	GCF_036057275.1
NZ_CP107946.1	GCF_036057275.1
NZ_CP107950.1	GCF_036063235.1
NZ_CP107955.1	GCF_036069355.1
NZ_CP107957.1	GCF_036073155.1
NZ_CP107961.1	GCF_036077095.1
NZ_CP107963.1	GCF_036079075.1
NZ_CP107967.1	GCF_036082875.1
NZ_CP107968.1	GCF_036084755.1
NZ_CP107996.1	GCF_036088315.1
NZ_CP107971.1	GCF_036091755.1
NZ_CP107976.1	GCF_036099295.1
NZ_CP107981.1	GCF_036103115.1
NZ_CP107998.1	GCF_036118775.1
NZ_CP108000.1	GCF_036121075.1
NZ_CP108005.1	GCF_036124195.1
NZ_CP108011.1	GCF_036133475.1
NZ_CP108012.1	GCF_036136635.1
NZ_CP108013.1	GCF_036139655.1
NZ_CP108014.1	GCF_036142455.1
NZ_CP108019.1	GCF_036147535.1
NZ_CP108020.1	GCF_036150455.1
NZ_CP108029.1	GCF_036167175.1
NZ_CP108030.1	GCF_036168855.1
NZ_CP108034.1	GCF_036169715.1
NZ_CP108036.1	GCF_036170895.1
NZ_CP108038.1	GCF_036172715.1
NZ_CP108039.1	GCF_036173045.1
NZ_CP108052.1	GCF_036173085.1
NZ_CP108055.1	GCF_036174265.1
NZ_CP108057.1	GCF_036175285.1
NZ_CP108067.1	GCF_036178145.1
NZ_CP108070.1	GCF_036178845.1
NZ_CP108073.1	GCF_036178885.1
NZ_CP108075.1	GCF_036178905.1
NZ_CP108079.1	GCF_036181125.1
NZ_CP108081.1	GCF_036182465.1
NZ_CP108082.1	GCF_036183285.1
NZ_CP108093.1	GCF_036188265.1
NZ_CP107920.1	GCF_036191345.1
NZ_CP108097.1	GCF_036194065.1
NZ_CP108109.1	GCF_036199905.1
NZ_CP108127.1	GCF_036202585.1
NZ_CP108132.1	GCF_036203305.1
NZ_CP108133.1	GCF_036204065.1
NZ_CP108143.1	GCF_036206005.1
NZ_CP108146.1	GCF_036206925.1
NZ_CP130714.1	GCF_036208085.1
NZ_CP108331.1	GCF_036226265.1
NZ_CP108342.1	GCF_036226305.1
NZ_CP108463.1	GCF_036226385.1
NZ_CP108473.1	GCF_036226425.1
NZ_CP108482.1	GCF_036226485.1
NZ_CP108995.1	GCF_036226545.1
NZ_CP109003.1	GCF_036226625.1
NZ_CP109009.1	GCF_036226685.1
NZ_CP109013.1	GCF_036226745.1
NZ_CP109018.1	GCF_036226785.1
NZ_CP109019.1	GCF_036226805.1
NZ_CP109023.1	GCF_036226825.1
NZ_CP109026.1	GCF_036226865.1
NZ_CP109027.1	GCF_036226885.1
NZ_CP109031.1	GCF_036226925.1
NZ_CP109205.1	GCF_036226945.1
NZ_CP109207.1	GCF_036226965.1
NZ_CP109209.1	GCF_036226985.1
NZ_CP109210.1	GCF_036227005.1
NZ_CP109211.1	GCF_036227025.1
NZ_CP109435.1	GCF_036227125.1
NZ_CP109438.1	GCF_036227165.1
NZ_CP109441.1	GCF_036227185.1
NZ_CP109445.1	GCF_036227245.1
NZ_CP109446.1	GCF_036227265.1
NZ_CP109447.1	GCF_036227285.1
NZ_CP109465.1	GCF_036227305.1
NZ_CP109470.1	GCF_036227365.1
NZ_CP109472.1	GCF_036227385.1
NZ_CP109475.1	GCF_036227445.1
NZ_CP109478.1	GCF_036227465.1
NZ_CP109479.1	GCF_036227485.1
NZ_CP109480.1	GCF_036227505.1
NZ_CP109490.1	GCF_036227625.1
NZ_CP109491.1	GCF_036227645.1
NZ_CP109496.1	GCF_036231355.1
NZ_CP109599.1	GCF_036231945.1
NZ_CP109501.1	GCF_036231985.1
NZ_CP109508.1	GCF_036232025.1
NZ_CP109511.1	GCF_036232045.1
NZ_CP108346.1	GCF_036237135.1
NZ_CP108347.1	GCF_036237195.1
NZ_CP108350.1	GCF_036237235.1
NZ_CP108351.1	GCF_036237255.1
NZ_CP108354.1	GCF_036237295.1
NZ_CP108356.1	GCF_036237315.1
NZ_CP108358.1	GCF_036237315.1
NZ_CP108359.1	GCF_036237335.1
NZ_CP108360.1	GCF_036237355.1
NZ_CP108438.1	GCF_036237375.1
NZ_CP108452.1	GCF_036240075.1
NZ_CP108458.1	GCF_036242395.1
NZ_CP108460.1	GCF_036243155.1
NZ_CP109182.1	GCF_036248295.1
NZ_CP109183.1	GCF_036248315.1
NZ_CP109188.1	GCF_036248545.1
NZ_CP109200.1	GCF_036250085.1
NZ_CP109202.1	GCF_036250635.1
NZ_CP109592.1	GCF_036250675.1
NZ_CP109430.1	GCF_036250735.1
NZ_CP109583.1	GCF_036250755.1
NZ_CP109587.1	GCF_036250835.1
NZ_CP109590.1	GCF_036250945.1
NZ_JAQYWZ010000680.1	GCF_036290945.1
NZ_JAVMJZ010000001.1	GCF_036320405.1
NZ_CP143276.1	GCF_036321065.1
NZ_JAQYXJ010000411.1	GCF_036322245.1
NZ_JAQYXK010000388.1	GCF_036322265.1
NZ_JAQYXH010000383.1	GCF_036322285.1
NZ_JAQYXF010000248.1	GCF_036322385.1
NZ_JAQYXD010000230.1	GCF_036322425.1
NZ_JAQYWY010000290.1	GCF_036322445.1
NZ_JAQYXA010000281.1	GCF_036322465.1
NZ_JAQYXA010000413.1	GCF_036322465.1
NZ_JAQYWV010000374.1	GCF_036322505.1
NZ_JAQYWW010001214.1	GCF_036322525.1
NZ_JAQYWT010000215.1	GCF_036322545.1
NZ_JAZDCW010000005.1	GCF_036323765.1
NZ_CP107762.1	GCF_036345055.1
NZ_CP107764.1	GCF_036345075.1
NZ_CP107765.1	GCF_036345095.1
NZ_CP107772.1	GCF_036345155.1
NZ_CP107780.1	GCF_036345175.1
NZ_CP107782.1	GCF_036345215.1
NZ_CP107783.1	GCF_036345255.1
NZ_CP107785.1	GCF_036345915.1
NZ_CP107793.1	GCF_036345975.1
NZ_CP107796.1	GCF_036345995.1
NZ_CP107812.1	GCF_036346105.1
NZ_CP107819.1	GCF_036346295.1
NZ_CP107823.1	GCF_036346555.1
NZ_CP107835.1	GCF_036346595.1
NZ_CP107836.1	GCF_036346615.1
NZ_CP107837.1	GCF_036346615.1
NZ_CP107840.1	GCF_036346835.1
NZ_CP107852.1	GCF_036346875.1
NZ_CP107856.1	GCF_036346895.1
NZ_CP107857.1	GCF_036346915.1
NZ_CP108877.1	GCF_036346995.1
NZ_CP108879.1	GCF_036347015.1
NZ_CP108880.1	GCF_036347035.1
NZ_CP108938.1	GCF_036347135.1
NZ_CP108974.1	GCF_036347175.1
NZ_JAZBJP010000011.1	GCF_036352915.1
NZ_JAZEWV010000036.1	GCF_036353415.1
NZ_JAQYWX010000298.1	GCF_036353435.1
NZ_DASVFL010000020.1	GCF_036380075.1
NZ_DASWNX010000035.1	GCF_036399055.1
NZ_JAZGRR010000075.1	GCF_036422015.1
NZ_DATDBG010000242.1	GCF_036524955.1
NZ_DATDBG010000162.1	GCF_036524955.1
NZ_CP144226.1	GCF_036541015.1
NZ_JAZKLW010000517.1	GCF_036624895.1
NZ_JAMQUP010000001.1	GCF_036633395.1
NZ_JAVLTZ010000002.1	GCF_036634155.1
NZ_JBAGKH010000040.1	GCF_036689765.1
NZ_JAJSYU010000001.1	GCF_036814945.1
NZ_JAJSYW010000067.1	GCF_036815005.1
NZ_JAJSYX010000081.1	GCF_036815025.1
NZ_JAJSYX010000384.1	GCF_036815025.1
NZ_JAJSYZ010000040.1	GCF_036815065.1
NZ_JAJSZA010000006.1	GCF_036815085.1
NZ_JAJSZD010000165.1	GCF_036815125.1
NZ_JAJSZE010000125.1	GCF_036815145.1
NZ_JAUQWJ010000022.1	GCF_036857595.1
NZ_JAAFZG010000002.1	GCF_036858225.1
NZ_JAAFZG010000005.1	GCF_036858225.1
NZ_CP145515.1	GCF_036870975.1
NZ_CP122368.1	GCF_036873195.1
NZ_CP122560.1	GCF_036873425.1
NZ_CP122369.1	GCF_036873705.1
NZ_JBAJJN010000133.1	GCF_036879385.1
NZ_JAKCLG010000246.1	GCF_036880845.1
NZ_JAKCLG010000257.1	GCF_036880845.1
NZ_JARULZ010000002.1	GCF_036898275.1
NZ_JARUMG010000001.1	GCF_036898445.1
NZ_JARUMK010000001.1	GCF_036898485.1
NZ_JARUMR010000001.1	GCF_036898605.1
NZ_JARUMX010000001.1	GCF_036898705.1
NZ_JARUMY010000001.1	GCF_036898735.1
NZ_JARUND010000001.1	GCF_036898825.1
NZ_JARUND010000002.1	GCF_036898825.1
NZ_JBAKHT010000012.1	GCF_036906755.1
NZ_JAYXBL010000082.1	GCF_036919415.1
NZ_JBAMDC010000268.1	GCF_036961605.1
NZ_JBAMDC010000037.1	GCF_036961605.1
NZ_CP146022.1	GCF_036967205.1
NZ_CP146101.1	GCF_037023745.1
NZ_JBAGKF010000002.1	GCF_037034185.1
NZ_JBAGKB010000047.1	GCF_037034225.1
NZ_JBAGKC010000003.1	GCF_037034245.1
NZ_JBAGKC010000042.1	GCF_037034245.1
NZ_JBAGKA010000022.1	GCF_037034265.1
NZ_JBAGJZ010000025.1	GCF_037034285.1
NZ_CP146350.1	GCF_037055355.1
NZ_JAZHON010000006.1	GCF_037081735.1
NZ_CP146527.1	GCF_037081825.1
NZ_JAWDJA010000004.1	GCF_037117125.1
NZ_JBBAYM010000034.1	GCF_037119465.1
NZ_JBBAYN010000031.1	GCF_037120195.1
NZ_JBBAYO010000048.1	GCF_037120215.1
NZ_JBBAYP010000030.1	GCF_037120255.1
NZ_JBBAYL010000027.1	GCF_037120315.1
NZ_CP089929.1	GCF_037157765.1
NZ_CP089982.1	GCF_037157775.1
NZ_CP089983.1	GCF_037157805.1
NZ_CP089984.1	GCF_037157815.1
NZ_JBBCBZ010000042.1	GCF_037204005.1
NZ_JBBCBZ010000007.1	GCF_037204005.1
NZ_JBBCBY010000028.1	GCF_037204025.1
NZ_JBBCBY010000043.1	GCF_037204025.1
NZ_JBBCBX010000006.1	GCF_037204065.1
NZ_JBBCBX010000042.1	GCF_037204065.1
NZ_CP147865.1	GCF_037413555.1
NZ_CP147867.1	GCF_037414505.1
NZ_JBBKAL010000008.1	GCF_037892445.1
NZ_CP149796.1	GCF_037940185.1
NZ_CP149798.1	GCF_037940415.1
NZ_CP141223.1	GCF_037993025.1
NZ_CP138630.1	GCF_038250085.1
NZ_CP138628.1	GCF_038252105.1
NZ_JBCJKP010000001.1	GCF_039503195.1
NZ_BAAABM010000029.1	GCF_039520985.1
NZ_BAAABP010000002.1	GCF_039521045.1
NZ_BAAABQ010000009.1	GCF_039521065.1
NZ_BAAABS010000004.1	GCF_039521105.1
NZ_BAAABS010000080.1	GCF_039521105.1
NZ_BAAABV010000018.1	GCF_039521165.1
NZ_BAAABW010000001.1	GCF_039521185.1
NZ_BAAABW010000016.1	GCF_039521185.1
NZ_BAAABY010000023.1	GCF_039521225.1
NZ_BAAABY010000054.1	GCF_039521225.1
NZ_BAAACA010000001.1	GCF_039521265.1
NZ_BAAAGM010000026.1	GCF_039524295.1
NZ_BAAAGV010000021.1	GCF_039524715.1
NZ_BAAAGY010000006.1	GCF_039524815.1
NZ_BAAAHD010000032.1	GCF_039524995.1
NZ_BAAAHG010000001.1	GCF_039525155.1
NZ_BAAAHU010000064.1	GCF_039525705.1
NZ_BAAAIC010000002.1	GCF_039525865.1
NZ_BAAAIC010000032.1	GCF_039525865.1
NZ_BAAAID010000005.1	GCF_039525885.1
NZ_BAAAID010000085.1	GCF_039525885.1
NZ_BAAAIE010000081.1	GCF_039525905.1
NZ_BAAAIE010000011.1	GCF_039525905.1
NZ_BAAAIF010000077.1	GCF_039525925.1
NZ_BAAAIG010000136.1	GCF_039525945.1
NZ_BAAAIH010000030.1	GCF_039525965.1
NZ_BAAAKE010000008.1	GCF_039527585.1
NZ_BAAAKQ010000117.1	GCF_039527835.1
NZ_BAAAKV010000050.1	GCF_039527935.1
NZ_BAAALA010000001.1	GCF_039528035.1
NZ_BAAALB010000004.1	GCF_039528055.1
NZ_BAAALC010000009.1	GCF_039528075.1
NZ_BAAALF010000150.1	GCF_039528135.1
NZ_BAAALO010000061.1	GCF_039528315.1
NZ_BAAALQ010000002.1	GCF_039528355.1
NZ_BAAALT010000283.1	GCF_039528515.1
NZ_BAAALU010000006.1	GCF_039528555.1
NZ_BAAAMR010000007.1	GCF_039529375.1
NZ_BAAAMX010000014.1	GCF_039529495.1
NZ_BAAANM010000004.1	GCF_039529795.1
NZ_BAAANQ010000012.1	GCF_039529885.1
NZ_BAAANT010000029.1	GCF_039529945.1
NZ_BAAANX010000007.1	GCF_039530025.1
NZ_BAAAOK010000015.1	GCF_039530285.1
NZ_BAAAOQ010000015.1	GCF_039530525.1
NZ_BAAAPC010000020.1	GCF_039530945.1
NZ_BAAAPD010000037.1	GCF_039530965.1
NZ_BAAAPF010000222.1	GCF_039531005.1
NZ_BAAAQD010000026.1	GCF_039531485.1
NZ_BAAAQI010000009.1	GCF_039531585.1
NZ_BAAAQK010000009.1	GCF_039531635.1
NZ_BAAAQM010000061.1	GCF_039531675.1
NZ_BAAAQN010000060.1	GCF_039531695.1
NZ_BAAAQV010000035.1	GCF_039531855.1
NZ_BAAAQX010000009.1	GCF_039531895.1
NZ_BAAARK010000001.1	GCF_039532155.1
NZ_BAAARU010000004.1	GCF_039532505.1
NZ_BAAARW010000006.1	GCF_039532545.1
NZ_BAAARW010000016.1	GCF_039532545.1
NZ_BAAASD010000006.1	GCF_039532705.1
NZ_BAAASD010000022.1	GCF_039532705.1
NZ_BAAASF010000010.1	GCF_039532745.1
NZ_BAAASK010000009.1	GCF_039532845.1
NZ_BAAASL010000013.1	GCF_039532865.1
NZ_BAAASM010000002.1	GCF_039532885.1
NZ_BAAASN010000002.1	GCF_039532905.1
NZ_BAAASP010000007.1	GCF_039532945.1
NZ_BAAASQ010000023.1	GCF_039532965.1
NZ_BAAASR010000020.1	GCF_039532985.1
NZ_BAAASY010000011.1	GCF_039533125.1
NZ_BAAASZ010000006.1	GCF_039533145.1
NZ_BAAASZ010000008.1	GCF_039533145.1
NZ_BAAATA010000031.1	GCF_039533165.1
NZ_BAAATD010000009.1	GCF_039533225.1
NZ_BAAATH010000002.1	GCF_039533305.1
NZ_BAAATJ010000030.1	GCF_039533345.1
NZ_BAAATK010000033.1	GCF_039533365.1
NZ_BAAATO010000005.1	GCF_039533455.1
NZ_BAAATS010000006.1	GCF_039533535.1
NZ_BAAATT010000026.1	GCF_039533555.1
NZ_BAAATU010000036.1	GCF_039533575.1
NZ_BAAAUC010000024.1	GCF_039533745.1
NZ_BAAAUD010000053.1	GCF_039533765.1
NZ_BAAAUE010000013.1	GCF_039533785.1
NZ_BAAAUF010000031.1	GCF_039533805.1
NZ_BAAAUF010000008.1	GCF_039533805.1
NZ_BAAAUI010000016.1	GCF_039533865.1
NZ_BAAAUV010000001.1	GCF_039534125.1
NZ_BAAAUX010000012.1	GCF_039534165.1
NZ_BAAAVB010000013.1	GCF_039534305.1
NZ_BAAAVD010000008.1	GCF_039534345.1
NZ_BAAAVE010000024.1	GCF_039534365.1
NZ_BAAAVG010000484.1	GCF_039534405.1
NZ_BAAAVH010000050.1	GCF_039534425.1
NZ_BAAAVI010000063.1	GCF_039534445.1
NZ_BAAAWA010000095.1	GCF_039534835.1
NZ_BAAAWE010000001.1	GCF_039534915.1
NZ_BAAAWG010000006.1	GCF_039534955.1
NZ_BAAAWU010000001.1	GCF_039535235.1
NZ_BAAAXE010000003.1	GCF_039535435.1
NZ_BAAAXF010000057.1	GCF_039535455.1
NZ_BAAAXG010000004.1	GCF_039535475.1
NZ_BAAAXV010000001.1	GCF_039535785.1
NZ_BAAAYA010000023.1	GCF_039535885.1
NZ_BAAAYA010000009.1	GCF_039535885.1
NZ_BAAAZA010000012.1	GCF_039536665.1
NZ_BAAAZG010000025.1	GCF_039536785.1
NZ_BAAAZR010000063.1	GCF_039537005.1
NZ_BAAAZX010000006.1	GCF_039537125.1
NZ_BAAAZX010000003.1	GCF_039537125.1
NZ_BAAAZY010000012.1	GCF_039537145.1
NZ_BAABAB010000029.1	GCF_039537205.1
NZ_BAABAI010000036.1	GCF_039537345.1
NZ_BAABAS010000004.1	GCF_039537545.1
NZ_BAABAS010000003.1	GCF_039537545.1
NZ_BAABBE010000012.1	GCF_039537795.1
NZ_BAABBT010000011.1	GCF_039538105.1
NZ_BAABCE010000001.1	GCF_039538545.1
NZ_BAABCL010000004.1	GCF_039538865.1
NZ_BAABCM010000001.1	GCF_039538925.1
NZ_BAABCQ010000175.1	GCF_039539045.1
NZ_BAABDE010000028.1	GCF_039539465.1
NZ_BAABDO010000020.1	GCF_039539665.1
NZ_BAABDR010000068.1	GCF_039539725.1
NZ_BAABEB010000027.1	GCF_039539925.1
NZ_BAABEQ010000004.1	GCF_039540235.1
NZ_BAABER010000006.1	GCF_039540255.1
NZ_BAABHG010000011.1	GCF_039541975.1
NZ_BAABHJ010000035.1	GCF_039542035.1
NZ_BAABHK010000024.1	GCF_039542055.1
NZ_BAABHS010000029.1	GCF_039542225.1
NZ_BAABIS010000001.1	GCF_039542905.1
NZ_BAABIT010000001.1	GCF_039542925.1
NZ_BAABIV010000007.1	GCF_039542965.1
NZ_BAABJM010000002.1	GCF_039543305.1
NZ_BAABJR010000038.1	GCF_039543405.1
NZ_BAABJV010000001.1	GCF_039543485.1
NZ_BAABKA010000091.1	GCF_039543585.1
NZ_BAABKL010000050.1	GCF_039543805.1
NZ_BAABKL010000023.1	GCF_039543805.1
NZ_BAABLT010000001.1	GCF_039544495.1
NZ_BAABSS010000062.1	GCF_039544755.1
NZ_BAABSS010000001.1	GCF_039544755.1
NZ_BAABTN010000132.1	GCF_039544815.1
NZ_JBCPSI010000001.1	GCF_039581505.1
NZ_CP142147.1	GCF_039636755.1
NZ_JBDHNH010000019.1	GCF_039766235.1
NZ_JBDHNH010000002.1	GCF_039766235.1
NZ_JBDPLU010000039.1	GCF_039871525.1
NZ_JBDPMI010000008.1	GCF_039871555.1
NZ_JBDPLW010000008.1	GCF_039871565.1
NZ_JBDPMC010000030.1	GCF_039871625.1
NZ_JBDPMG010000026.1	GCF_039871835.1
NZ_JBDPMG010000049.1	GCF_039871835.1
NZ_JBDPMD010000031.1	GCF_039871875.1
NZ_JBDPMJ010000004.1	GCF_039880665.1
NZ_JBDQQP010000006.1	GCF_039888735.1
NZ_JBEDNQ010000008.1	GCF_040105385.1
NZ_JBEEAC010000016.1	GCF_040120695.1
NZ_JBEFAK010000037.1	GCF_040137845.1
NZ_JBEGWG010000037.1	GCF_040203675.1
NZ_JBEJGY010000003.1	GCF_040253615.1
NZ_JBEJGY010000004.1	GCF_040253615.1
NZ_JBEJUE010000020.1	GCF_040253725.1
NZ_JBEOUZ010000129.1	GCF_040295185.1
NZ_JBEOVF010000010.1	GCF_040295365.1
NZ_JBEOVH010000007.1	GCF_040295385.1
NZ_JBEOVH010000051.1	GCF_040295385.1
NZ_JBEOVK010000037.1	GCF_040295425.1
NZ_JBEOVJ010000055.1	GCF_040295435.1
NZ_JBEOVJ010000008.1	GCF_040295435.1
NZ_JBEOVP010000144.1	GCF_040295545.1
NZ_JBEOVO010000059.1	GCF_040295605.1
NZ_JBEOVT010000020.1	GCF_040295625.1
NZ_JBEOVS010000006.1	GCF_040295645.1
NZ_JBEOVV010000015.1	GCF_040295665.1
NZ_JBEOVU010000006.1	GCF_040295685.1
NZ_JBEOVX010000068.1	GCF_040295725.1
NZ_JBEOVY010000023.1	GCF_040295745.1
NZ_JBEPFU010000067.1	GCF_040295765.1
NZ_JBEOWA010000050.1	GCF_040295785.1
NZ_JBEOWB010000015.1	GCF_040295825.1
NZ_JBEOWD010000003.1	GCF_040295845.1
NZ_JBEOWC010000006.1	GCF_040295865.1
NZ_JBEOWH010000085.1	GCF_040295905.1
NZ_JBEOWF010000016.1	GCF_040295925.1
NZ_JBEOWG010000048.1	GCF_040295935.1
NZ_JBEOWK010000016.1	GCF_040295985.1
NZ_JBEOWI010000008.1	GCF_040296005.1
NZ_JBEOWL010000004.1	GCF_040296025.1
NZ_JBEOWM010000084.1	GCF_040296045.1
NZ_JBEOWO010000010.1	GCF_040296085.1
NZ_JBEOWQ010000036.1	GCF_040296145.1
NZ_JBEOWR010000102.1	GCF_040296165.1
NZ_JBEOWT010000095.1	GCF_040296185.1
NZ_JBEOWU010000013.1	GCF_040296205.1
NZ_JBEOWV010000008.1	GCF_040296225.1
NZ_JBEOXA010000063.1	GCF_040296305.1
NZ_JBEOXD010000036.1	GCF_040296365.1
NZ_JBEOXG010000016.1	GCF_040296425.1
NZ_JBEOXL010000012.1	GCF_040296545.1
NZ_JBEOXJ010000025.1	GCF_040296565.1
JBEOXM010000429.1	GCF_040296585.1
NZ_JBEOXQ010000137.1	GCF_040296645.1
NZ_JBEOXR010000101.1	GCF_040296665.1
NZ_JBEOXT010000034.1	GCF_040296685.1
NZ_JBEOXS010000030.1	GCF_040296705.1
NZ_JBEOXU010000167.1	GCF_040296725.1
NZ_JBEOXW010000169.1	GCF_040296745.1
NZ_JBEOXX010000034.1	GCF_040296765.1
NZ_JBEOXY010000001.1	GCF_040296805.1
NZ_JBEOYB010000014.1	GCF_040296845.1
NZ_JBEOYB010000122.1	GCF_040296845.1
NZ_JBEOXZ010000054.1	GCF_040296865.1
NZ_JBEOYD010000067.1	GCF_040296885.1
NZ_JBEOYF010000018.1	GCF_040296925.1
NZ_JBEOYE010000033.1	GCF_040296945.1
NZ_JBEOYG010000002.1	GCF_040296985.1
NZ_JBEOYI010000025.1	GCF_040297005.1
NZ_JBEOYJ010000038.1	GCF_040297045.1
NZ_JBEOYN010000002.1	GCF_040297085.1
NZ_JBEOYM010000156.1	GCF_040297105.1
NZ_JBEOYR010000002.1	GCF_040297165.1
NZ_JBEOYQ010000160.1	GCF_040297185.1
