Organism	Scaffold	Start	End	Score	SCO5086	SCO5087	SCO5088	SCO5089	assembly_file	representative	dereplication_status
Streptomyces sp. NPDC093586	NZ_JBIWJA010000045.1	32492	39796	3.0946	1	1	0	1	GCF_044764905.1_ASM4476490v1_genomic.fna.gz	GCF_044764905.1_ASM4476490v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC056191	NZ_JBHJUD010000001.1	2699	8117	7.1531	1	1	1	2	GCF_042268085.1_ASM4226808v1_genomic.fna.gz	GCF_042722455.1_ASM4272245v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC056534	NZ_JBHTTX010000399.1	67	4521	6.1203	0	1	1	2	GCF_042794315.1_ASM4279431v1_genomic.fna.gz	GCF_042722455.1_ASM4272245v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC057021	NZ_JBHUSK010000094.1	1019	6436	7.154	1	1	1	2	GCF_042673265.1_ASM4267326v1_genomic.fna.gz	GCF_042673265.1_ASM4267326v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058128	NZ_JBHVTU010000016.1	218534	223960	7.1541	1	1	1	2	GCF_042884495.1_ASM4288449v1_genomic.fna.gz	GCF_042673265.1_ASM4267326v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC059810	NZ_JBHWIM010000135.1	14917	18982	4.1141	0	1	1	1	GCF_042731825.1_ASM4273182v1_genomic.fna.gz	GCF_042731825.1_ASM4273182v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. CB02009	NZ_LIVV01000002.1	1131	6544	7.154	1	1	1	2	GCF_001905825.1_ASM190582v1_genomic.fna.gz	GCF_042673265.1_ASM4267326v1_genomic.fna.gz	redundant
Streptomyces sp. NBC_00233	NZ_JAPEMS010000001.1	5510115	5513946	6.1494	1	1	1	1	GCF_026342495.1_ASM2634249v1_genomic.fna.gz	GCF_040611635.1_ASM4061163v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC006553	NZ_JBEXOR010000198.1	2932	6761	6.149	1	1	1	1	GCF_040611635.1_ASM4061163v1_genomic.fna.gz	GCF_040611635.1_ASM4061163v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. MAA16	NZ_JARXZB010000001.1	167394	171101	6.1453	1	1	1	1	GCF_029894405.1_ASM2989440v1_genomic.fna.gz	GCF_029894405.1_ASM2989440v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. MAA16	NZ_JARXZB010000006.1	131234	134016	5.113	0	1	1	1	GCF_029894405.1_ASM2989440v1_genomic.fna.gz	GCF_029894405.1_ASM2989440v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC026665	NZ_JBEZXW010000071.1	12895	16759	6.1481	1	1	1	1	GCF_040638205.1_ASM4063820v1_genomic.fna.gz	GCF_040638205.1_ASM4063820v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048420	NZ_JBEZKG010000007.1	189834	193532	6.1446	1	1	1	1	GCF_040651535.1_ASM4065153v1_genomic.fna.gz	GCF_040651535.1_ASM4065153v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048420	NZ_JBEZKG010000007.1	24709	29073	6.138	1	1	1	1	GCF_040651535.1_ASM4065153v1_genomic.fna.gz	GCF_040651535.1_ASM4065153v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048420	NZ_JBEZKG010000009.1	324039	327665	6.1381	1	1	1	1	GCF_040651535.1_ASM4065153v1_genomic.fna.gz	GCF_040651535.1_ASM4065153v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. ST1015	NZ_CP047019.1	1844049	1855147	6.146	1	1	1	1	GCF_003268535.2_ASM326853v2_genomic.fna.gz	GCF_003268555.2_ASM326855v2_genomic.fna.gz	redundant
Streptomyces sp. ST1015	NZ_CP047019.1	278177	290015	5.143	1	1	1	1	GCF_003268535.2_ASM326853v2_genomic.fna.gz	GCF_003268555.2_ASM326855v2_genomic.fna.gz	redundant
Streptomyces sp. ST1015	NZ_CP047019.1	9991210	9994817	3.0953	1	1	0	1	GCF_003268535.2_ASM326853v2_genomic.fna.gz	GCF_003268555.2_ASM326855v2_genomic.fna.gz	readded_by_content
Streptomyces sp. ST1020	NZ_LXWD02000008.1	40848	51946	6.146	1	1	1	1	GCF_003268555.2_ASM326855v2_genomic.fna.gz	GCF_003268555.2_ASM326855v2_genomic.fna.gz	dereplication_representative
Streptomyces sp. ST1020	NZ_LXWD02000044.1	205135	208744	6.1399	1	1	1	1	GCF_003268555.2_ASM326855v2_genomic.fna.gz	GCF_003268555.2_ASM326855v2_genomic.fna.gz	dereplication_representative
Streptomyces sp. V2	NZ_QFDR01000010.1	40388	51489	6.1471	1	1	1	1	GCF_003129505.1_ASM312950v1_genomic.fna.gz	GCF_001419795.1_ASM141979v1_genomic.fna.gz	redundant
Streptomyces sp. V2	NZ_QFDR01000026.1	62017	73844	5.1417	1	1	1	1	GCF_003129505.1_ASM312950v1_genomic.fna.gz	GCF_001419795.1_ASM141979v1_genomic.fna.gz	redundant
Streptomyces sp. V2	NZ_QFDR01000022.1	18369	21954	6.1399	1	1	1	1	GCF_003129505.1_ASM312950v1_genomic.fna.gz	GCF_001419795.1_ASM141979v1_genomic.fna.gz	redundant
Streptomyces sp. HUAS 31	NZ_CP116353.1	8881792	8898439	8.1706	2	1	1	1	GCF_028198125.1_ASM2819812v1_genomic.fna.gz	GCF_040687655.1_ASM4068765v1_genomic.fna.gz	redundant
Streptomyces sp. HUAS 31	NZ_CP116353.1	3498099	3501932	6.1443	1	1	1	1	GCF_028198125.1_ASM2819812v1_genomic.fna.gz	GCF_040687655.1_ASM4068765v1_genomic.fna.gz	redundant
Streptomyces sp. TRM68416	NZ_JACVWU010000003.1	249678	254442	4.0982	1	1	0	1	GCF_014596915.1_ASM1459691v1_genomic.fna.gz	GCF_014596915.1_ASM1459691v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. TRM68416	NZ_JACVWU010000018.1	162995	165792	5.102	0	1	1	1	GCF_014596915.1_ASM1459691v1_genomic.fna.gz	GCF_014596915.1_ASM1459691v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC002599	NZ_JBEOWD010000003.1	201749	205435	6.1457	1	1	1	1	GCF_040295845.1_ASM4029584v1_genomic.fna.gz	GCF_040295845.1_ASM4029584v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC057020	NZ_JBHUSJ010000226.1	207	4646	6.1206	0	1	1	2	GCF_042673325.1_ASM4267332v1_genomic.fna.gz	GCF_042673265.1_ASM4267326v1_genomic.fna.gz	readded_by_content
Streptomyces sp. NPDC048383	NZ_JBEZKS010000044.1	1505	16095	7.2065	1	2	1	0	GCF_040651775.1_ASM4065177v1_genomic.fna.gz	GCF_040651775.1_ASM4065177v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC048383	NZ_JBEZKS010000075.1	3775	13955	6.1163	0	1	1	2	GCF_040651775.1_ASM4065177v1_genomic.fna.gz	GCF_040651775.1_ASM4065177v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058623	NZ_JBHXQR010000165.1	2315	5910	5.1505	1	1	1	0	GCF_042717675.1_ASM4271767v1_genomic.fna.gz	GCF_042717675.1_ASM4271767v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058623	NZ_JBHXQR010000073.1	24532	34753	6.1166	0	1	1	2	GCF_042717675.1_ASM4271767v1_genomic.fna.gz	GCF_042717675.1_ASM4271767v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC102395	NZ_JBIWKV010000005.1	820	4629	6.1456	1	1	1	1	GCF_044765865.1_ASM4476586v1_genomic.fna.gz	GCF_044765865.1_ASM4476586v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC088707	NZ_JBIVLV010000001.1	1563378	1567206	6.1497	1	1	1	1	GCF_044752725.1_ASM4475272v1_genomic.fna.gz	GCF_044752725.1_ASM4475272v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC021093	NZ_JBIRQJ010000015.1	171779	176138	6.1425	1	1	1	1	GCF_044333135.1_ASM4433313v1_genomic.fna.gz	GCF_044333135.1_ASM4433313v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. CC219B	NZ_JASCXO010000003.1	336786	341601	4.0983	1	1	0	1	GCF_030010605.1_ASM3001060v1_genomic.fna.gz	GCF_014596915.1_ASM1459691v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC056670	NZ_JBHTXN010000026.1	277	3085	5.1059	0	1	1	1	GCF_042791735.1_ASM4279173v1_genomic.fna.gz	GCF_042892175.1_ASM4289217v1_genomic.fna.gz	readded_by_content
Streptomyces sp. NPDC001828	NZ_JBIATV010000002.1	374311	379115	6.1395	1	1	1	1	GCF_042892175.1_ASM4289217v1_genomic.fna.gz	GCF_042892175.1_ASM4289217v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01236	NZ_CP108512.1	4601705	4605515	6.1475	1	1	1	1	GCF_035996785.1_ASM3599678v1_genomic.fna.gz	GCF_035996785.1_ASM3599678v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01236	NZ_CP108512.1	5628082	5631843	6.1472	1	1	1	1	GCF_035996785.1_ASM3599678v1_genomic.fna.gz	GCF_035996785.1_ASM3599678v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01236	NZ_CP108512.1	876003	878786	5.1079	0	1	1	1	GCF_035996785.1_ASM3599678v1_genomic.fna.gz	GCF_035996785.1_ASM3599678v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01615	NZ_CP109301.1	6576958	6580767	6.1476	1	1	1	1	GCF_045209325.1_ASM4520932v1_genomic.fna.gz	GCF_045209325.1_ASM4520932v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01615	NZ_CP109301.1	5503458	5507219	6.1472	1	1	1	1	GCF_045209325.1_ASM4520932v1_genomic.fna.gz	GCF_045209325.1_ASM4520932v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_01615	NZ_CP109301.1	10410755	10413538	5.1081	0	1	1	1	GCF_045209325.1_ASM4520932v1_genomic.fna.gz	GCF_045209325.1_ASM4520932v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC044984	NZ_JBEZBE010000003.1	28636	38284	3.0797	1	0	1	1	GCF_040646935.1_ASM4064693v1_genomic.fna.gz	GCF_040646935.1_ASM4064693v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. PvR006	NZ_JAGIPC010000001.1	7004593	7008500	6.1489	1	1	1	1	GCF_017877015.1_ASM1787701v1_genomic.fna.gz	GCF_040684515.1_ASM4068451v1_genomic.fna.gz	redundant
Streptomyces sp. MBT42	NZ_JAJNOJ010000002.1	1724548	1730026	7.153	1	1	1	2	GCF_021044745.1_ASM2104474v1_genomic.fna.gz	GCF_042722455.1_ASM4272245v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC090301	NZ_JBFBGF010000010.1	2760	6699	6.149	1	1	1	1	GCF_040684515.1_ASM4068451v1_genomic.fna.gz	GCF_040684515.1_ASM4068451v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC056269	NZ_JBHJSL010000014.1	221907	227363	7.1537	1	1	1	2	GCF_042269225.1_ASM4226922v1_genomic.fna.gz	GCF_042722455.1_ASM4272245v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC056460	NZ_JBHTRN010000094.1	8107	13541	7.1536	1	1	1	2	GCF_042795805.1_ASM4279580v1_genomic.fna.gz	GCF_042722455.1_ASM4272245v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC059556	NZ_JBHWBI010000082.1	16330	19267	5.1155	0	1	1	1	GCF_042735925.1_ASM4273592v1_genomic.fna.gz	GCF_042735925.1_ASM4273592v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC019208	NZ_JBEYCH010000006.1	348674	356535	6.1413	1	1	1	1	GCF_040632625.1_ASM4063262v1_genomic.fna.gz	GCF_030406905.1_ASM3040690v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC001268	NZ_JBIAXN010000004.1	348648	356509	6.1411	1	1	1	1	GCF_042896725.1_ASM4289672v1_genomic.fna.gz	GCF_030406905.1_ASM3040690v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC047980	NZ_JBIDBT010000002.1	351199	359060	6.1415	1	1	1	1	GCF_043204185.1_ASM4320418v1_genomic.fna.gz	GCF_030406905.1_ASM3040690v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC019539	NZ_JBIRYD010000007.1	55987	63848	6.1408	1	1	1	1	GCF_044389545.1_ASM4438954v1_genomic.fna.gz	GCF_030406905.1_ASM3040690v1_genomic.fna.gz	redundant
Streptomyces sp. E2N166	NZ_RAIF01000031.1	354033	357854	6.1477	1	1	1	1	GCF_003671715.1_ASM367171v1_genomic.fna.gz	GCF_003671715.1_ASM367171v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC005389	NZ_JBEXFI010000007.1	2358	6186	6.1482	1	1	1	1	GCF_040606645.1_ASM4060664v1_genomic.fna.gz	GCF_044752725.1_ASM4475272v1_genomic.fna.gz	redundant
Streptomyces sp.	NZ_DASQNP010000188.1	3157	14365	7.1647	1	1	1	1	GCF_035644915.1_ASM3564491v1_genomic.fna.gz	GCF_035644915.1_ASM3564491v1_genomic.fna.gz	dereplication_representative
Streptomyces sp.	NZ_DATDBG010000242.1	38732	42414	6.1453	1	1	1	1	GCF_036524955.1_ASM3652495v1_genomic.fna.gz	GCF_036524955.1_ASM3652495v1_genomic.fna.gz	dereplication_representative
Streptomyces sp.	NZ_JAEKKT010000053.1	4285	8357	6.1435	1	1	1	1	GCF_019510245.1_ASM1951024v1_genomic.fna.gz	GCF_019510245.1_ASM1951024v1_genomic.fna.gz	dereplication_representative
Streptomyces sp.	NZ_JAPSIW010000067.1	10231	13842	6.1432	1	1	1	1	GCF_031178505.1_ASM3117850v1_genomic.fna.gz	GCF_031178505.1_ASM3117850v1_genomic.fna.gz	dereplication_representative
Streptomyces sp.	NZ_DATDBG010000162.1	17805	21389	4.1334	1	1	1	0	GCF_036524955.1_ASM3652495v1_genomic.fna.gz	GCF_036524955.1_ASM3652495v1_genomic.fna.gz	dereplication_representative
Streptomyces sp.	NZ_DASRVE010000288.1	4947	8604	6.1419	1	1	1	1	GCF_035687565.1_ASM3568756v1_genomic.fna.gz	GCF_035687565.1_ASM3568756v1_genomic.fna.gz	dereplication_representative
Streptomyces sp.	DNQU01000094.1	2444	4894	4.0866	1	0	1	1	GCA_003500685.1_ASM350068v1_genomic.fna.gz	GCF_016612755.1_ASM1661275v1_genomic.fna.gz	readded_by_content
Streptomyces sp.	DNQU01000363.1	7155	11285	5.1005	0	1	1	1	GCA_003500685.1_ASM350068v1_genomic.fna.gz	GCF_016612755.1_ASM1661275v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC088254	NZ_JBIURQ010000012.1	825	4630	6.1453	1	1	1	1	GCF_044740925.1_ASM4474092v1_genomic.fna.gz	GCF_044740925.1_ASM4474092v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC002553	NZ_JBEOWH010000085.1	9722	13537	6.1453	1	1	1	1	GCF_040295905.1_ASM4029590v1_genomic.fna.gz	GCF_042889585.1_ASM4288958v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC002132	NZ_JBEOXG010000016.1	846	4629	6.1457	1	1	1	1	GCF_040296425.1_ASM4029642v1_genomic.fna.gz	GCF_040296425.1_ASM4029642v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001857	NZ_JBEOYP010000011.1	828	4611	6.1457	1	1	1	1	GCF_040297205.1_ASM4029720v1_genomic.fna.gz	GCF_040296425.1_ASM4029642v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC001856	NZ_JBEOYQ010000160.1	828	4611	6.1457	1	1	1	1	GCF_040297185.1_ASM4029718v1_genomic.fna.gz	GCF_040296425.1_ASM4029642v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC006334	NZ_JBEXQY010000109.1	1025	4830	6.1457	1	1	1	1	GCF_040612815.1_ASM4061281v1_genomic.fna.gz	GCF_040612815.1_ASM4061281v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC002566	NZ_JBIARD010000001.1	937863	941677	6.1451	1	1	1	1	GCF_042889585.1_ASM4288958v1_genomic.fna.gz	GCF_042889585.1_ASM4288958v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC002134	NZ_JBIASF010000005.1	646558	650341	6.1457	1	1	1	1	GCF_042890545.1_ASM4289054v1_genomic.fna.gz	GCF_040296425.1_ASM4029642v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC048416	NZ_JBICXU010000005.1	305814	310338	6.1441	1	1	1	1	GCF_043200435.1_ASM4320043v1_genomic.fna.gz	GCF_043200435.1_ASM4320043v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NE5-10	NZ_BNGR01000004.1	226366	230047	6.1452	1	1	1	1	GCF_014905535.1_ASM1490553v1_genomic.fna.gz	GCF_014905535.1_ASM1490553v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NRRL F-5193	NZ_JOHZ01000010.1	3112	6792	6.1451	1	1	1	1	GCF_000721515.1_ASM72151v1_genomic.fna.gz	GCF_042266805.1_ASM4226680v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC097107	NZ_JBIWEF010000025.1	4526	8238	6.148	1	1	1	1	GCF_044762405.1_ASM4476240v1_genomic.fna.gz	GCF_044762405.1_ASM4476240v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058818	NZ_JBHYNW010000051.1	4215	7910	6.1475	1	1	1	1	GCF_042744935.1_ASM4274493v1_genomic.fna.gz	GCF_042744935.1_ASM4274493v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC098926	NZ_JBIWAH010000013.1	25011	33966	4.0974	1	1	0	1	GCF_044759985.1_ASM4475998v1_genomic.fna.gz	GCF_044760215.1_ASM4476021v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC098090	NZ_JBIWAT010000006.1	451688	460621	4.0974	1	1	0	1	GCF_044760215.1_ASM4476021v1_genomic.fna.gz	GCF_044760215.1_ASM4476021v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001914	NZ_JBIASW010000006.1	17659	21519	6.1478	1	1	1	1	GCF_042891215.1_ASM4289121v1_genomic.fna.gz	GCF_042891215.1_ASM4289121v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. CC0208	NZ_CP031969.1	2246368	2250136	6.1466	1	1	1	1	GCF_003443735.1_ASM344373v1_genomic.fna.gz	GCF_009862925.1_ASM986292v1_genomic.fna.gz	redundant
Streptomyces sp. SID5470	NZ_WWIM01000001.1	6943863	6947631	6.1466	1	1	1	1	GCF_009862925.1_ASM986292v1_genomic.fna.gz	GCF_009862925.1_ASM986292v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. G2	NZ_JAMOZB010000002.1	277104	280785	6.1422	1	1	1	1	GCF_023669545.1_ASM2366954v1_genomic.fna.gz	GCF_042718415.1_ASM4271841v1_genomic.fna.gz	redundant
Streptomyces sp. DG1A-41	NZ_CP146350.1	6914677	6918279	6.1374	1	1	1	1	GCF_037055355.1_DG1A-41_genomic.fna.gz	GCF_037055355.1_DG1A-41_genomic.fna.gz	dereplication_representative
Streptomyces sp. DG1A-41	NZ_CP146350.1	8902996	8909773	4.0915	1	1	0	1	GCF_037055355.1_DG1A-41_genomic.fna.gz	GCF_037055355.1_DG1A-41_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC058755	NZ_JBHYPV010000006.1	363087	366848	6.1464	1	1	1	1	GCF_042746505.1_ASM4274650v1_genomic.fna.gz	GCF_042895235.1_ASM4289523v1_genomic.fna.gz	redundant
Streptomyces sp. SID1034	NZ_WWKJ01000054.1	1302	4111	5.1046	0	1	1	1	GCF_009865605.1_ASM986560v1_genomic.fna.gz	GCF_009865605.1_ASM986560v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. HNM0574	NZ_JAASAH010000007.1	174664	178344	6.148	1	1	1	1	GCF_012726235.1_ASM1272623v1_genomic.fna.gz	GCF_012726235.1_ASM1272623v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. A3M-1-3	NZ_JANAVP010000027.1	30189	33918	6.1483	1	1	1	1	GCF_024213665.1_ASM2421366v1_genomic.fna.gz	GCF_024213665.1_ASM2421366v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC056480	NZ_JBHTSA010000115.1	2957	6858	6.1496	1	1	1	1	GCF_042795405.1_ASM4279540v1_genomic.fna.gz	GCF_042795405.1_ASM4279540v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC056480	NZ_JBHTSA010000200.1	858	4469	4.123	1	1	1	0	GCF_042795405.1_ASM4279540v1_genomic.fna.gz	GCF_042795405.1_ASM4279540v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC090084	NZ_JBIVEC010000005.1	428760	455906	3.0811	1	0	1	1	GCF_044747505.1_ASM4474750v1_genomic.fna.gz	GCF_044769575.1_ASM4476957v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC090082	NZ_JBIVEE010000003.1	235223	262369	3.0811	1	0	1	1	GCF_044747485.1_ASM4474748v1_genomic.fna.gz	GCF_044769575.1_ASM4476957v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC048521	NZ_JBICWR010000012.1	301588	305247	6.1395	1	1	1	1	GCF_043199855.1_ASM4319985v1_genomic.fna.gz	GCF_043199855.1_ASM4319985v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001792	NZ_JBEOZD010000019.1	59108	64285	7.1594	1	1	1	1	GCF_040297385.1_ASM4029738v1_genomic.fna.gz	GCF_040297385.1_ASM4029738v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC004546	NZ_JBEXLO010000061.1	44409	49586	7.1596	1	1	1	1	GCF_040610015.1_ASM4061001v1_genomic.fna.gz	GCF_040689325.1_ASM4068932v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC001307	NZ_JBIAXD010000022.1	137574	142751	7.1589	1	1	1	1	GCF_042896405.1_ASM4289640v1_genomic.fna.gz	GCF_040297385.1_ASM4029738v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC017448	NZ_JBIRLM010000008.1	18101	23858	4.0983	1	1	0	1	GCF_044330565.1_ASM4433056v1_genomic.fna.gz	GCF_044330565.1_ASM4433056v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. DH8	NZ_JAHWGQ010000020.1	25673	31431	4.0983	1	1	0	1	GCF_020873955.1_ASM2087395v1_genomic.fna.gz	GCF_020873955.1_ASM2087395v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC001410	NZ_JBIAWE010000015.1	153865	157626	6.1464	1	1	1	1	GCF_042895235.1_ASM4289523v1_genomic.fna.gz	GCF_042895235.1_ASM4289523v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. SID8374	NZ_WWGH01000002.1	863382	890160	3.0813	1	0	1	1	GCF_009865135.1_ASM986513v1_genomic.fna.gz	GCF_009865135.1_ASM986513v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. MBT27	NZ_CP070373.1	7111437	7116475	6.1375	1	1	1	1	GCF_011751035.2_ASM1175103v2_genomic.fna.gz	GCF_014650455.1_ASM1465045v1_genomic.fna.gz	redundant
Streptomyces sp. Ag82_O1-12	NZ_FXUW01000001.1	1002915	1009438	4.0922	1	1	0	1	GCF_900182715.1_IMG-taxon_2724679801_annotated_assembly_genomic.fna.gz	GCF_900215615.1_IMG-taxon_2738541359_annotated_assembly_genomic.fna.gz	redundant
Streptomyces sp. Ag82_G6-1	NZ_OCNA01000001.1	993605	1000128	4.0922	1	1	0	1	GCF_900215615.1_IMG-taxon_2738541359_annotated_assembly_genomic.fna.gz	GCF_900215615.1_IMG-taxon_2738541359_annotated_assembly_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC057257	NZ_JBHUXY010000009.1	105992	109625	6.1463	1	1	1	1	GCF_042669085.1_ASM4266908v1_genomic.fna.gz	GCF_042669085.1_ASM4266908v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC057257	NZ_JBHUXY010000026.1	124942	128717	6.1436	1	1	1	1	GCF_042669085.1_ASM4266908v1_genomic.fna.gz	GCF_042669085.1_ASM4266908v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC057257	NZ_JBHUXY010000025.1	35614	38411	5.1068	0	1	1	1	GCF_042669085.1_ASM4266908v1_genomic.fna.gz	GCF_042669085.1_ASM4266908v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NBC_00285	NZ_CP108055.1	3198623	3202969	6.1408	1	1	1	1	GCF_036174265.1_ASM3617426v1_genomic.fna.gz	GCF_036174265.1_ASM3617426v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC096068	NZ_JBEOSW010000036.1	28846	33688	7.1373	1	1	1	1	GCF_040303225.1_ASM4030322v1_genomic.fna.gz	GCF_040303225.1_ASM4030322v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC057217	NZ_JBHUWT010000214.1	7685	12524	7.1374	1	1	1	1	GCF_042669855.1_ASM4266985v1_genomic.fna.gz	GCF_042900315.1_ASM4290031v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC012950	NZ_JBIBAZ010000015.1	167513	172352	7.1374	1	1	1	1	GCF_042900315.1_ASM4290031v1_genomic.fna.gz	GCF_042900315.1_ASM4290031v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC012450	NZ_JBIBES010000013.1	98837	103676	7.1375	1	1	1	1	GCF_042955295.1_ASM4295529v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC007910	NZ_JBIBKP010000016.1	7662	12501	7.1375	1	1	1	1	GCF_042959245.1_ASM4295924v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC085463	NZ_JBITTN010000017.1	7662	12501	7.1375	1	1	1	1	GCF_044541925.1_ASM4454192v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC090109	NZ_JBIVDP010000021.1	7644	12483	7.1375	1	1	1	1	GCF_044747165.1_ASM4474716v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC090093	NZ_JBIVDX010000018.1	7721	12560	7.1375	1	1	1	1	GCF_044747385.1_ASM4474738v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC093088	NZ_JBIVPB010000014.1	98816	103655	7.1375	1	1	1	1	GCF_044754425.1_ASM4475442v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	redundant
Streptomyces sp. NPDC093071	NZ_JBIVPH010000001.1	1281619	1286458	7.1375	1	1	1	1	GCF_044754545.1_ASM4475454v1_genomic.fna.gz	GCF_044754545.1_ASM4475454v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. NPDC098101	NZ_JBIWAS010000008.1	180808	185647	7.1373	1	1	1	1	GCF_044760185.1_ASM4476018v1_genomic.fna.gz	GCF_044760185.1_ASM4476018v1_genomic.fna.gz	dereplication_representative
Streptomyces sp. S1	NZ_QVMS01000092.1	14512	19351	7.1375	1	1	1	1	GCF_003687505.1_ASM368750v1_genomic.fna.gz	GCF_003687505.1_ASM368750v1_genomic.fna.gz	dereplication_representative
