JSWS02000001.1	GCA_000772595.2
AAJBKK010000001.1	GCA_007873285.1
AAJBPP010000041.1	GCA_007873685.1
AAJBPP010000033.1	GCA_007873685.1
AAJBOM010000001.1	GCA_007873765.1
AAJBOU010000008.1	GCA_007875545.1
AAJBPK010000027.1	GCA_007875905.1
AAJCMZ010000001.1	GCA_007888445.1
AAJCSU010000001.1	GCA_007891005.1
AAJCSW010000028.1	GCA_007891105.1
AAJDOT010000001.1	GCA_007903065.1
AAJDPO010000005.1	GCA_007903845.1
AAJEGH010000001.1	GCA_007911345.1
AAJEFW010000001.1	GCA_007911785.1
AAJEFS010000001.1	GCA_007911885.1
AAJEER010000001.1	GCA_007911925.1
AAJEGK010000001.1	GCA_007912105.1
AAJEIQ010000040.1	GCA_007913145.1
AAJEIQ010000037.1	GCA_007913145.1
AAJEJW010000001.1	GCA_007913765.1
AAJEKW010000001.1	GCA_007914525.1
AAJEKT010000177.1	GCA_007914885.1
AAJEOA010000025.1	GCA_007916495.1
AAJEOA010000015.1	GCA_007916495.1
AAJENV010000001.1	GCA_007916535.1
AAJESN010000018.1	GCA_007919855.1
AAJESM010000001.1	GCA_007919875.1
AAJERT010000016.1	GCA_007919935.1
AAJFJX010000001.1	GCA_007927545.1
AAJFIH010000005.1	GCA_007927585.1
AAJFIH010000039.1	GCA_007927585.1
AAJFKC010000001.1	GCA_007927705.1
AAJFJW010000001.1	GCA_007927725.1
AAJFJT010000001.1	GCA_007929385.1
AAJGZU010000065.1	GCA_007951105.1
AAJHDS010000008.1	GCA_007952245.1
AAJHCV010000001.1	GCA_007952845.1
AAJHCY010000001.1	GCA_007952925.1
AAJHJN010000001.1	GCA_007957685.1
AAJHMB010000001.1	GCA_007958665.1
AAJHNG010000001.1	GCA_007959145.1
AAJHNK010000001.1	GCA_007959985.1
AAJHNW010000001.1	GCA_007960345.1
AAJHPG010000001.1	GCA_007960705.1
AAJHPH010000001.1	GCA_007960785.1
AAJHVC010000004.1	GCA_007963205.1
AAJIBJ010000048.1	GCA_007966955.1
AAJIIK010000084.1	GCA_007972845.1
AAJIIK010000081.1	GCA_007972845.1
AAJIIQ010000066.1	GCA_007973345.1
AAJIIQ010000069.1	GCA_007973345.1
AAJIQU010000005.1	GCA_007974645.1
AAJIRJ010000001.1	GCA_007975905.1
AAJLVV010000001.1	GCA_008037685.1
AAJQTR010000002.1	GCA_008118705.1
AAJQVN010000001.1	GCA_008119685.1
AAJRKE010000039.1	GCA_008133145.1
AAJRKE010000043.1	GCA_008133145.1
AAJRPC010000068.1	GCA_008134225.1
AAJSRF010000033.1	GCA_008149865.1
AAJTCQ010000001.1	GCA_008157145.1
AAJTQU010000001.1	GCA_008163605.1
AAJTSR010000001.1	GCA_008165785.1
AAJTUB010000001.1	GCA_008166285.1
AAJUAA010000001.1	GCA_008168565.1
AAJUID010000021.1	GCA_008173445.1
AAJUJG010000001.1	GCA_008173725.1
AAJUJI010000001.1	GCA_008173885.1
AAJUPS010000026.1	GCA_008176805.1
AAJUPS010000024.1	GCA_008176805.1
AAJUQR010000004.1	GCA_008177165.1
AAJUVV010000051.1	GCA_008181185.1
AAJVJH010000001.1	GCA_008187385.1
AAJVJM010000013.1	GCA_008187485.1
AAJVJM010000014.1	GCA_008187485.1
AAJVJG010000001.1	GCA_008187505.1
AAJVJL010000001.1	GCA_008187625.1
AAJVJN010000004.1	GCA_008187645.1
AAJVIA010000001.1	GCA_008187765.1
AAJVHY010000002.1	GCA_008187805.1
AAJVIL010000001.1	GCA_008188085.1
AAJVHT010000020.1	GCA_008188145.1
AAJVHT010000006.1	GCA_008188145.1
AAJVIW010000001.1	GCA_008188585.1
AAJVJC010000061.1	GCA_008188665.1
AAJVTC010000001.1	GCA_008194165.1
AAJWCS010000045.1	GCA_008196705.1
AAJWCE010000001.1	GCA_008198345.1
AAJWEI010000001.1	GCA_008199025.1
AAJWEK010000001.1	GCA_008199625.1
AAJWIY010000026.1	GCA_008200245.1
AAJWEL010000001.1	GCA_008200465.1
AAJXUH010000100.1	GCA_008221505.1
AAJXTW010000001.1	GCA_008223305.1
AAJXUE010000025.1	GCA_008223505.1
AAJZAU010000001.1	GCA_008240125.1
AAJZAY010000001.1	GCA_008240745.1
AAJZBE010000001.1	GCA_008241025.1
AAJZJH010000005.1	GCA_008245425.1
AAJZJP010000046.1	GCA_008245625.1
AAJZJP010000035.1	GCA_008245625.1
AAJZJG010000045.1	GCA_008245705.1
AAJZJG010000043.1	GCA_008245705.1
AAJZKP010000001.1	GCA_008246225.1
AAJZKS010000025.1	GCA_008246285.1
AAJZOR010000001.1	GCA_008247705.1
AAJZRN010000013.1	GCA_008249565.1
AAJZRK010000028.1	GCA_008249605.1
AAJZRM010000039.1	GCA_008250125.1
AAJZRP010000006.1	GCA_008250205.1
AAJZRW010000042.1	GCA_008250225.1
AAJZSC010000007.1	GCA_008250245.1
AAJZRQ010000046.1	GCA_008250315.1
AAJZRQ010000070.1	GCA_008250315.1
AAJZRZ010000047.1	GCA_008250365.1
AAJZRY010000014.1	GCA_008250385.1
AAJZRY010000028.1	GCA_008250385.1
AAJZSA010000037.1	GCA_008250405.1
AAKATB010000056.1	GCA_008264265.1
AAKBDP010000043.1	GCA_008275525.1
AAKBDP010000047.1	GCA_008275525.1
AAKBDT010000020.1	GCA_008275565.1
AAKBFS010000063.1	GCA_008276645.1
AAKBFS010000060.1	GCA_008276645.1
AAKBGD010000012.1	GCA_008276885.1
AAKBGD010000052.1	GCA_008276885.1
AAKBGV010000001.1	GCA_008276995.1
AAKBGA010000061.1	GCA_008277525.1
AAKCOW010000038.1	GCA_008293295.1
AAKCOZ010000063.1	GCA_008293355.1
AAKCPD010000087.1	GCA_008293465.1
AAKCPB010000126.1	GCA_008294595.1
AAKCOR010000054.1	GCA_008294635.1
AAKCOR010000071.1	GCA_008294635.1
AAKCOX010000050.1	GCA_008294675.1
AAKCOX010000049.1	GCA_008294675.1
AAKCOV010000017.1	GCA_008294735.1
AAKCOV010000036.1	GCA_008294735.1
AAKCPN010000001.1	GCA_008295655.1
AAKCQQ010000043.1	GCA_008295915.1
AAKDBZ010000021.1	GCA_008302205.1
AAKDDD010000001.1	GCA_008302665.1
AAKDDX010000001.1	GCA_008302985.1
AAKDNH010000046.1	GCA_008309935.1
AAKDRE010000001.1	GCA_008311815.1
AAKDSG010000038.1	GCA_008312475.1
AAKDVB010000001.1	GCA_008314555.1
AAKDZF010000001.1	GCA_008317415.1
AAKEGV010000003.1	GCA_008322145.1
AAKEGX010000001.1	GCA_008322405.1
AAKEIB010000001.1	GCA_008323225.1
AAKFDG010000068.1	GCA_008339285.1
AAKFDF010000073.1	GCA_008339305.1
AAKFDD010000114.1	GCA_008339465.1
AAKFCU010000003.1	GCA_008340405.1
AAKFCW010000002.1	GCA_008340605.1
AAKFDK010000036.1	GCA_008340765.1
AAKFDU010000219.1	GCA_008340785.1
AAKFDT010000036.1	GCA_008340805.1
AAKFDX010000005.1	GCA_008340825.1
AAKGDB010000036.1	GCA_008354145.1
AAKGEQ010000035.1	GCA_008354805.1
AAKGEQ010000037.1	GCA_008354805.1
AAKGPV010000038.1	GCA_008358905.1
AAKHCS010000003.1	GCA_008370975.1
AAKHCJ010000007.1	GCA_008371035.1
AAKHCX010000016.1	GCA_008371055.1
AAKHDA010000001.1	GCA_008372285.1
AAKHCZ010000110.1	GCA_008372375.1
AAKHCV010000001.1	GCA_008372475.1
AAKHNY010000001.1	GCA_008380065.1
AAKTAU010000001.1	GCA_008541855.1
AAKTAO010000003.1	GCA_008541875.1
AAKTFW010000002.1	GCA_008552085.1
AAKVKQ010000035.1	GCA_008593245.1
AAKVKQ010000038.1	GCA_008593245.1
AAKVXC010000008.1	GCA_008600545.1
AAKVXP010000027.1	GCA_008600785.1
AAKWCA010000004.1	GCA_008602585.1
AAKWCK010000029.1	GCA_008603185.1
AAKWHF010000001.1	GCA_008605505.1
AAKXJR010000001.1	GCA_008620805.1
AAKXKV010000001.1	GCA_008621415.1
AAKXSR010000044.1	GCA_008624095.1
AAKXSL010000003.1	GCA_008625165.1
AAKXTD010000021.1	GCA_008625655.1
AAKXTH010000001.1	GCA_008626015.1
AAKXWG010000028.1	GCA_008627255.1
AAKZVY010000001.1	GCA_008663395.1
AAKZYU010000009.1	GCA_008664275.1
AALAJG010000001.1	GCA_008665095.1
AALAHW010000002.1	GCA_008665195.1
AALAJS010000003.1	GCA_008666495.1
AALAKR010000020.1	GCA_008666655.1
AALAKG010000001.1	GCA_008666675.1
AALAKX010000033.1	GCA_008666755.1
AALAKX010000004.1	GCA_008666755.1
AALAQH010000001.1	GCA_008691345.1
AALAQJ010000016.1	GCA_008691365.1
AALAQR010000001.1	GCA_008691405.1
AALAQS010000001.1	GCA_008691725.1
AALAQP010000002.1	GCA_008691745.1
AALAQU010000001.1	GCA_008694275.1
AALAQW010000073.1	GCA_008694295.1
AALBQJ010000019.1	GCA_008709435.1
AALEGL010000009.1	GCA_008746155.1
AALEDT010000002.1	GCA_008746175.1
AALFZZ010000001.1	GCA_008765805.1
AALFZY010000001.1	GCA_008765945.1
AALGDA010000124.1	GCA_008768055.1
AALFVO010000054.1	GCA_008772675.1
AALFWX010000030.1	GCA_008774375.1
AALFWP010000024.1	GCA_008774435.1
AALFYM010000084.1	GCA_008775515.1
AALFHB010000001.1	GCA_008780495.1
AALGLD010000003.1	GCA_008790825.1
AALGTL010000001.1	GCA_008795535.1
AALHNO010000001.1	GCA_008817115.1
AALHPQ010000031.1	GCA_008818705.1
AALHTM010000019.1	GCA_008821175.1
AALIED010000037.1	GCA_008826965.1
AALIEB010000035.1	GCA_008826985.1
AALIEE010000011.1	GCA_008827005.1
AALIDS010000011.1	GCA_008828605.1
AALIDQ010000001.1	GCA_008828625.1
AALIDY010000051.1	GCA_008828665.1
AALIDR010000056.1	GCA_008828705.1
AALITM010000001.1	GCA_008839765.1
AALIWC010000001.1	GCA_008841125.1
AALKIT010000018.1	GCA_008861645.1
AALKJB010000001.1	GCA_008861745.1
AALKJQ010000001.1	GCA_008861765.1
AALKLD010000001.1	GCA_008862465.1
AALMNR010000001.1	GCA_008892435.1
AALMNY010000001.1	GCA_008892525.1
AALMUL010000001.1	GCA_008896605.1
AALOIO010000036.1	GCA_008917825.1
AALONQ010000044.1	GCA_008920505.1
CP030479.1	GCA_008934295.1
AALQII010000001.1	GCA_008954645.1
AALQSO010000001.1	GCA_008961045.1
AALQSL010000001.1	GCA_008961105.1
AALRIC010000024.1	GCA_008969315.1
AALTGL010000005.1	GCA_009004375.1
AALTGI010000001.1	GCA_009005135.1
AALTKC010000028.1	GCA_009007575.1
AAMBCU010000004.1	GCA_009087585.1
AALZGX010000066.1	GCA_009109085.1
AALZGG010000034.1	GCA_009109285.1
AAMAZO010000001.1	GCA_009110225.1
AAMAZR010000001.1	GCA_009110265.1
AAMAYY010000001.1	GCA_009110645.1
AAMDKS010000003.1	GCA_009173085.1
AAMDQQ010000003.1	GCA_009175385.1
AAMDQO010000039.1	GCA_009175485.1
AAMDQS010000018.1	GCA_009175705.1
AAMDQT010000051.1	GCA_009176065.1
AAMDQT010000049.1	GCA_009176065.1
AAMEBW010000035.1	GCA_009183105.1
AAMEIJ010000001.1	GCA_009189035.1
DAAAAP010000001.1	GCA_009194845.1
DAAABD010000001.1	GCA_009195005.1
DAAABI010000001.1	GCA_009195225.1
DAAACX010000001.1	GCA_009195265.1
DAAADA010000001.1	GCA_009195925.1
DAAACT010000001.1	GCA_009196065.1
DAAADH010000001.1	GCA_009196225.1
DAAADK010000001.1	GCA_009196315.1
DAAADT010000001.1	GCA_009196405.1
DAAADX010000001.1	GCA_009196475.1
DAAAGR010000001.1	GCA_009196605.1
DAAAEQ010000001.1	GCA_009196885.1
DAAAER010000001.1	GCA_009197085.1
DAAAGV010000039.1	GCA_009197165.1
DAAAGP010000001.1	GCA_009197305.1
DAAAFH010000001.1	GCA_009197505.1
DAAAFN010000001.1	GCA_009197605.1
DAAAFT010000001.1	GCA_009197685.1
DAAAGB010000001.1	GCA_009197825.1
DAAAGA010000001.1	GCA_009197865.1
DAAAGW010000023.1	GCA_009198025.1
DAAAGU010000018.1	GCA_009198045.1
DAAAGX010000076.1	GCA_009198145.1
DAAAGX010000075.1	GCA_009198145.1
DAAAHB010000065.1	GCA_009198165.1
DAAAIA010000003.1	GCA_009198185.1
DAAAHF010000035.1	GCA_009198205.1
DAAAHF010000039.1	GCA_009198205.1
DAAAIB010000001.1	GCA_009198245.1
DAAAHC010000069.1	GCA_009198285.1
DAAAHY010000001.1	GCA_009198305.1
DAAAHJ010000068.1	GCA_009198385.1
DAAAHK010000021.1	GCA_009198485.1
DAAAIE010000001.1	GCA_009198525.1
DAAAHH010000043.1	GCA_009198545.1
DAAAHH010000022.1	GCA_009198545.1
DAAAHI010000034.1	GCA_009198595.1
DAAAHO010000001.1	GCA_009198665.1
DAAAHR010000002.1	GCA_009198685.1
DAAAHT010000001.1	GCA_009198725.1
DAAAHW010000001.1	GCA_009198745.1
DAAAID010000001.1	GCA_009198765.1
DAAAIJ010000001.1	GCA_009198965.1
DAAAIL010000001.1	GCA_009199025.1
DAAAIO010000001.1	GCA_009199085.1
DAAAIP010000001.1	GCA_009199145.1
DAAAIN010000001.1	GCA_009199225.1
AAMGHK010000002.1	GCA_009222665.1
AAMGJX010000001.1	GCA_009224365.1
AAMHLK010000028.1	GCA_009239145.1
AAMHLK010000031.1	GCA_009239145.1
AAMIPZ010000003.1	GCA_009254905.1
DAABIL010000002.1	GCA_009270685.1
DAABHG010000001.1	GCA_009270825.1
DAABHP010000001.1	GCA_009270865.1
DAABHV010000054.1	GCA_009270985.1
DAABIF010000054.1	GCA_009271485.1
DAABKH010000015.1	GCA_009272105.1
DAABKI010000002.1	GCA_009272265.1
DAABKJ010000001.1	GCA_009272485.1
DAABMC010000001.1	GCA_009272785.1
DAABMQ010000016.1	GCA_009273045.1
DAABKA010000003.1	GCA_009273065.1
DAABKB010000015.1	GCA_009273085.1
DAABMU010000014.1	GCA_009273645.1
DAABNF010000063.1	GCA_009273875.1
DAABNP010000022.1	GCA_009274305.1
DAABNG010000032.1	GCA_009274405.1
DAABOR010000027.1	GCA_009274905.1
DAABPI010000003.1	GCA_009275065.1
DAABPY010000001.1	GCA_009275165.1
DAABUY010000001.1	GCA_009277085.1
DAABTM010000011.1	GCA_009277385.1
DAABTL010000004.1	GCA_009277445.1
DAABTE010000001.1	GCA_009277525.1
DAABUS010000001.1	GCA_009277805.1
DAABUL010000001.1	GCA_009277905.1
DAABWD010000010.1	GCA_009278365.1
DAABXY010000001.1	GCA_009278525.1
DAABYM010000001.1	GCA_009279545.1
DAABXB010000001.1	GCA_009279625.1
DAABYN010000001.1	GCA_009279785.1
DAABYJ010000001.1	GCA_009279805.1
DAABZZ010000003.1	GCA_009303495.1
DAACCH010000029.1	GCA_009304995.1
DAACCT010000032.1	GCA_009305155.1
DAACCU010000029.1	GCA_009305255.1
DAACCX010000004.1	GCA_009305375.1
DAACFO010000001.1	GCA_009306715.1
DAACGF010000007.1	GCA_009306995.1
DAACKJ010000011.1	GCA_009307115.1
DAACHV010000004.1	GCA_009308035.1
DAACKO010000001.1	GCA_009308925.1
DAACMB010000001.1	GCA_009309255.1
DAACPH010000026.1	GCA_009312055.1
DAACPK010000008.1	GCA_009312155.1
DAACQJ010000033.1	GCA_009312595.1
DAACQQ010000012.1	GCA_009312725.1
DAACQS010000001.1	GCA_009312795.1
DAACQU010000001.1	GCA_009312835.1
DAACRI010000001.1	GCA_009313055.1
DAACSI010000001.1	GCA_009315635.1
AAMMMV010000038.1	GCA_009343875.1
AAMMOI010000001.1	GCA_009346015.1
AAMMSE010000001.1	GCA_009347535.1
AAMMSI010000001.1	GCA_009347685.1
AAMMLK010000005.1	GCA_009352175.1
AAMNAW010000001.1	GCA_009353335.1
AAMOIN010000049.1	GCA_009375135.1
AAMOJA010000003.1	GCA_009375275.1
AAMONC010000001.1	GCA_009381635.1
AAMPWZ010000031.1	GCA_009405225.1
AAMPWR010000045.1	GCA_009405785.1
AAMPWX010000005.1	GCA_009405825.1
AAMQFE010000001.1	GCA_009409165.1
AAMQFB010000001.1	GCA_009409625.1
AAMQFI010000001.1	GCA_009410185.1
AAMQFK010000001.1	GCA_009410225.1
DAACTT010000062.1	GCA_009419445.1
DAACTR010000017.1	GCA_009419605.1
DAACUX010000062.1	GCA_009419965.1
DAACWM010000003.1	GCA_009421145.1
DAADBU010000002.1	GCA_009423645.1
DAADCW010000001.1	GCA_009424505.1
DAADCY010000013.1	GCA_009424525.1
DAADHE010000001.1	GCA_009425705.1
DAADGE010000001.1	GCA_009425905.1
DAADJP010000001.1	GCA_009427785.1
DAADMR010000012.1	GCA_009446185.1
DAADOG010000001.1	GCA_009446365.1
DAADPN010000001.1	GCA_009447545.1
DAADUS010000001.1	GCA_009449025.1
DAADSB010000002.1	GCA_009450145.1
DAADVL010000001.1	GCA_009450345.1
DAADVN010000001.1	GCA_009450355.1
DAADVB010000001.1	GCA_009450405.1
DAADVK010000001.1	GCA_009450425.1
DAADVA010000001.1	GCA_009450495.1
DAADVJ010000001.1	GCA_009450515.1
DAADWR010000001.1	GCA_009450565.1
DAADVC010000001.1	GCA_009450655.1
DAADVW010000001.1	GCA_009450805.1
DAADVU010000001.1	GCA_009450885.1
DAADWP010000001.1	GCA_009450925.1
DAADWD010000001.1	GCA_009451105.1
DAADWN010000001.1	GCA_009451225.1
DAADXE010000001.1	GCA_009451545.1
DAADXJ010000001.1	GCA_009451645.1
DAADXN010000001.1	GCA_009451725.1
DAADXS010000002.1	GCA_009451845.1
DAADXW010000001.1	GCA_009451865.1
DAADYQ010000001.1	GCA_009451985.1
DAADZI010000001.1	GCA_009452005.1
DAADYB010000001.1	GCA_009452105.1
DAADYR010000001.1	GCA_009452245.1
DAADZR010000001.1	GCA_009452265.1
DAADYW010000001.1	GCA_009452485.1
DAADYZ010000001.1	GCA_009452565.1
DAADZX010000001.1	GCA_009452945.1
DAADYH010000001.1	GCA_009453295.1
DAAEBG010000001.1	GCA_009453545.1
DAAEBL010000001.1	GCA_009453605.1
DAAEBH010000001.1	GCA_009453625.1
DAAECD010000001.1	GCA_009454145.1
DAAEDP010000001.1	GCA_009454685.1
DAAEDR010000001.1	GCA_009454765.1
DAAEDZ010000002.1	GCA_009455005.1
DAAEEO010000001.1	GCA_009455085.1
DAAEEG010000001.1	GCA_009455185.1
DAAEEU010000001.1	GCA_009455365.1
DAAEEX010000001.1	GCA_009455385.1
DAAEHH010000122.1	GCA_009485945.1
DAAELB010000001.1	GCA_009486745.1
DAAEJY010000001.1	GCA_009486785.1
DAAELC010000001.1	GCA_009486845.1
DAAEOQ010000013.1	GCA_009487105.1
DAAEOP010000001.1	GCA_009487145.1
DAAENY010000001.1	GCA_009487425.1
DAAEOC010000008.1	GCA_009487505.1
DAAEOG010000001.1	GCA_009487565.1
DAAEOF010000001.1	GCA_009487605.1
DAAEQN010000020.1	GCA_009488605.1
DAAEQY010000033.1	GCA_009488925.1
DAAERY010000015.1	GCA_009489165.1
DAAERS010000021.1	GCA_009489185.1
DAAETU010000003.1	GCA_009489665.1
DAAESN010000061.1	GCA_009489685.1
DAAETS010000002.1	GCA_009489725.1
DAAETP010000001.1	GCA_009489745.1
DAAETQ010000001.1	GCA_009489785.1
DAAETK010000003.1	GCA_009489905.1
DAAETN010000003.1	GCA_009489985.1
DAAETL010000004.1	GCA_009490015.1
DAAETE010000011.1	GCA_009490145.1
DAAETF010000004.1	GCA_009490205.1
DAAEUE010000010.1	GCA_009490505.1
DAAEUI010000005.1	GCA_009490545.1
DAAESY010000006.1	GCA_009490565.1
DAAETR010000001.1	GCA_009490645.1
DAAETX010000004.1	GCA_009490685.1
DAAEIJ010000001.1	GCA_009490825.1
DAAEJU010000001.1	GCA_009491365.1
DAAEKG010000001.1	GCA_009491585.1
DAAELJ010000001.1	GCA_009491825.1
DAAELW010000001.1	GCA_009491885.1
DAAEKU010000001.1	GCA_009492945.1
DAAEKC010000001.1	GCA_009493055.1
DAAEKX010000001.1	GCA_009493085.1
DAAEKW010000001.1	GCA_009493105.1
DAAEKN010000001.1	GCA_009493125.1
DAAEKO010000001.1	GCA_009493305.1
DAAEKM010000001.1	GCA_009493345.1
DAAELG010000001.1	GCA_009493425.1
DAAELL010000001.1	GCA_009493445.1
AANAWW010000001.1	GCA_009598645.1
DAAEWC010000002.1	GCA_009602765.1
DAAEVV010000001.1	GCA_009602775.1
DAAEVX010000002.1	GCA_009602785.1
DAAEWA010000002.1	GCA_009602825.1
DAAEWI010000002.1	GCA_009602835.1
DAAEVU010000001.1	GCA_009602875.1
DAAEWB010000005.1	GCA_009602905.1
DAAEVT010000001.1	GCA_009602915.1
DAAEVZ010000002.1	GCA_009602945.1
DAAEVW010000001.1	GCA_009602985.1
DAAEWH010000002.1	GCA_009602995.1
DAAEWD010000002.1	GCA_009603025.1
DAAEWG010000016.1	GCA_009603045.1
DAAEWL010000012.1	GCA_009603065.1
DAAEVY010000002.1	GCA_009603085.1
DAAEWF010000018.1	GCA_009603105.1
DAAEWM010000002.1	GCA_009603145.1
DAAEWE010000017.1	GCA_009603165.1
DAAEWJ010000003.1	GCA_009603185.1
DAAEXF010000003.1	GCA_009603485.1
DAAEYT010000002.1	GCA_009603625.1
DAAEXI010000001.1	GCA_009603725.1
DAAEXH010000001.1	GCA_009603735.1
DAAEXJ010000015.1	GCA_009603765.1
DAAEXD010000003.1	GCA_009603785.1
DAAEXK010000003.1	GCA_009603805.1
DAAEXG010000003.1	GCA_009603885.1
DAAEYQ010000001.1	GCA_009604335.1
DAAEZD010000002.1	GCA_009604485.1
DAAFAK010000072.1	GCA_009604535.1
DAAEZC010000002.1	GCA_009604575.1
DAAFBP010000031.1	GCA_009604735.1
DAAEYZ010000016.1	GCA_009604755.1
DAAFAJ010000025.1	GCA_009604775.1
DAAFAE010000066.1	GCA_009604975.1
DAAEZS010000002.1	GCA_009605095.1
DAAFBM010000079.1	GCA_009605155.1
DAAFBM010000088.1	GCA_009605155.1
DAAEZW010000022.1	GCA_009605175.1
DAAFAC010000069.1	GCA_009605265.1
DAAFBN010000051.1	GCA_009605295.1
DAAFBN010000041.1	GCA_009605295.1
DAAFAA010000120.1	GCA_009605335.1
DAAFAG010000063.1	GCA_009605355.1
DAAFAL010000145.1	GCA_009605395.1
DAAFAL010000149.1	GCA_009605395.1
DAAFAS010000002.1	GCA_009605435.1
DAAFAT010000001.1	GCA_009605475.1
DAAFAX010000002.1	GCA_009605495.1
DAAFBU010000020.1	GCA_009605535.1
DAAFAW010000076.1	GCA_009605555.1
DAAFAM010000001.1	GCA_009605575.1
DAAFAP010000011.1	GCA_009605595.1
DAAFAR010000020.1	GCA_009605615.1
DAAFAO010000046.1	GCA_009605655.1
DAAFAN010000002.1	GCA_009605675.1
DAAFAY010000001.1	GCA_009605695.1
DAAFAV010000069.1	GCA_009605715.1
DAAFAV010000047.1	GCA_009605715.1
DAAFAU010000013.1	GCA_009605735.1
DAAFBB010000059.1	GCA_009605755.1
DAAFAZ010000062.1	GCA_009605795.1
DAAFBD010000050.1	GCA_009605835.1
DAAFBE010000007.1	GCA_009605855.1
DAAFBG010000001.1	GCA_009605915.1
DAAFBI010000057.1	GCA_009605935.1
DAAFBS010000118.1	GCA_009605955.1
DAAFBT010000001.1	GCA_009605975.1
DAAFBW010000009.1	GCA_009605995.1
DAAFBV010000041.1	GCA_009606015.1
DAAEZJ010000001.1	GCA_009606035.1
DAAFBR010000048.1	GCA_009606055.1
DAAFBR010000036.1	GCA_009606055.1
DAAFDN010000017.1	GCA_009606195.1
DAAFBZ010000067.1	GCA_009606315.1
DAAFBZ010000071.1	GCA_009606315.1
DAAFCA010000085.1	GCA_009606395.1
DAAFCD010000100.1	GCA_009606415.1
DAAFCQ010000078.1	GCA_009606555.1
DAAFCV010000015.1	GCA_009606575.1
DAAFCX010000018.1	GCA_009606755.1
DAAFEY010000018.1	GCA_009607075.1
DAAFHX010000017.1	GCA_009607695.1
DAAFHY010000028.1	GCA_009607755.1
DAAFHY010000029.1	GCA_009607755.1
DAAFHP010000002.1	GCA_009607795.1
DAAFHT010000041.1	GCA_009607825.1
DAAFHT010000071.1	GCA_009607825.1
DAAFGB010000011.1	GCA_009607895.1
DAAFGG010000001.1	GCA_009608195.1
DAAFFZ010000001.1	GCA_009608235.1
DAAFHD010000031.1	GCA_009608315.1
DAAFHD010000021.1	GCA_009608315.1
DAAFEZ010000008.1	GCA_009608655.1
DAAFGK010000009.1	GCA_009608715.1
DAAFGA010000019.1	GCA_009608775.1
DAAFHQ010000001.1	GCA_009608955.1
DAAFGU010000003.1	GCA_009608995.1
DAAFGZ010000028.1	GCA_009609025.1
DAAFGM010000002.1	GCA_009609155.1
DAAFGD010000012.1	GCA_009609235.1
DAAFIE010000001.1	GCA_009609435.1
DAAFIG010000001.1	GCA_009609535.1
DAAFIQ010000001.1	GCA_009609575.1
DAAFJX010000042.1	GCA_009610295.1
DAAFLJ010000108.1	GCA_009610915.1
DAAFLR010000076.1	GCA_009610935.1
DAAFLL010000033.1	GCA_009611555.1
DAAFLE010000070.1	GCA_009611795.1
DAAFNV010000037.1	GCA_009611975.1
DAAFNV010000038.1	GCA_009611975.1
DAAFHJ010000009.1	GCA_009617935.1
DAAFHJ010000017.1	GCA_009617935.1
DAAHKO010000001.1	GCA_009990245.1
DAAHJP010000038.1	GCA_009990405.1
DAAHJP010000059.1	GCA_009990405.1
DAAHJQ010000033.1	GCA_009990445.1
DAAHJQ010000044.1	GCA_009990445.1
DAAHJV010000001.1	GCA_009990465.1
DAAHJY010000001.1	GCA_009990525.1
DAAHKL010000001.1	GCA_009990685.1
DAAHKA010000048.1	GCA_009990925.1
DAAHKC010000065.1	GCA_009990985.1
DAAHLV010000002.1	GCA_009991005.1
DAAHML010000014.1	GCA_009999205.1
DAAHML010000024.1	GCA_009999205.1
DAAHMP010000011.1	GCA_009999605.1
DAAHMX010000001.1	GCA_010000405.1
AANBYI010000068.1	GCA_010007045.1
AANCEW010000020.1	GCA_010009405.1
AANCGE010000009.1	GCA_010011205.1
AANCHL010000001.1	GCA_010011885.1
AANCHM010000001.1	GCA_010011995.1
AANCKY010000001.1	GCA_010013885.1
DAAHQG010000044.1	GCA_010013965.1
AANCNZ010000031.1	GCA_010016245.1
AANCNV010000010.1	GCA_010016285.1
AANCQS010000001.1	GCA_010016445.1
AANCQO010000001.1	GCA_010016485.1
AANCQZ010000001.1	GCA_010016505.1
AANCSV010000026.1	GCA_010016605.1
AANCRC010000001.1	GCA_010016685.1
AANCQU010000001.1	GCA_010016705.1
AANCQT010000001.1	GCA_010016765.1
AANCQQ010000001.1	GCA_010016785.1
AANCQY010000001.1	GCA_010016805.1
AANCQL010000001.1	GCA_010016825.1
AANCQW010000001.1	GCA_010016845.1
AANCRA010000001.1	GCA_010016885.1
AANCRD010000001.1	GCA_010016905.1
AANCRB010000001.1	GCA_010016985.1
AANCRF010000001.1	GCA_010017005.1
AANCRL010000002.1	GCA_010017045.1
AANCSU010000001.1	GCA_010017065.1
AANCRE010000001.1	GCA_010017105.1
AANCQX010000001.1	GCA_010017125.1
AANCRO010000001.1	GCA_010017245.1
AANCRW010000008.1	GCA_010017325.1
AANCRY010000001.1	GCA_010017425.1
AANCRU010000033.1	GCA_010017455.1
AANCSI010000001.1	GCA_010017585.1
AANCSD010000001.1	GCA_010017605.1
AANCSO010000001.1	GCA_010017665.1
AANCSJ010000055.1	GCA_010017705.1
AANCSK010000001.1	GCA_010017725.1
AANCSM010000001.1	GCA_010017785.1
AANCMZ010000197.1	GCA_010017825.1
AANCSQ010000001.1	GCA_010017845.1
AANCMY010000007.1	GCA_010017945.1
