	Organism	Scaffold	Start	End	Score	STS_Dehydrogenase	STS_E1-like	STS_StsA	STS_YcaO	assembly_file	representative	dereplication_status
408	Staphylococcus aureus DC52965	NZ_JARAQR010000004.1	122054	125182	3.1683	1	1	0	1	GCF_028805225.1_ASM2880522v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
409	Staphylococcus aureus DC52956	NZ_JARAQS010000001.1	991458	994586	3.1683	1	1	0	1	GCF_028805215.1_ASM2880521v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
410	Staphylococcus aureus DC52953	NZ_JARAQT010000002.1	400320	403448	3.1683	1	1	0	1	GCF_028805325.1_ASM2880532v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
411	Staphylococcus aureus DC52950	NZ_JARAQU010000004.1	121881	125009	3.1683	1	1	0	1	GCF_028805315.1_ASM2880531v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
412	Staphylococcus aureus DC52945	NZ_JARAQV010000006.1	67287	70415	3.1683	1	1	0	1	GCF_028805355.1_ASM2880535v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
413	Staphylococcus aureus DC52930	NZ_JARAQW010000006.1	167001	170129	3.1683	1	1	0	1	GCF_028805425.1_ASM2880542v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
414	Staphylococcus aureus DC52928	NZ_JARAQY010000004.1	167182	170310	3.1683	1	1	0	1	GCF_028805515.1_ASM2880551v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
415	Staphylococcus aureus DC52922	NZ_JARAQZ010000009.1	365538	368666	3.1683	1	1	0	1	GCF_028805525.1_ASM2880552v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
416	Staphylococcus aureus DC52912	NZ_JARARA010000003.1	993243	996371	3.1683	1	1	0	1	GCF_028805495.1_ASM2880549v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
417	Staphylococcus aureus DC52905	NZ_JARARB010000006.1	365084	368212	3.1683	1	1	0	1	GCF_028805665.1_ASM2880566v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
418	Staphylococcus aureus DC52892	NZ_JARARC010000005.1	399294	402422	3.1676	1	1	0	1	GCF_028805615.1_ASM2880561v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
419	Staphylococcus aureus DC52890	NZ_JARARD010000005.1	399294	402422	3.1676	1	1	0	1	GCF_028805675.1_ASM2880567v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
420	Staphylococcus aureus DC52254	NZ_JARARE010000012.1	365183	368311	3.1683	1	1	0	1	GCF_028805745.1_ASM2880574v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
421	Staphylococcus aureus DC52253	NZ_JARARF010000002.1	996258	999386	3.1683	1	1	0	1	GCF_028805715.1_ASM2880571v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
422	Staphylococcus aureus DC52251	NZ_JARARG010000016.1	478884	482012	3.1683	1	1	0	1	GCF_028805855.1_ASM2880585v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
423	Staphylococcus aureus DC52250	NZ_JARARH010000002.1	996196	999324	3.1683	1	1	0	1	GCF_028805885.1_ASM2880588v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
424	Staphylococcus aureus DC52249	NZ_JARARI010000006.1	1039539	1042667	3.1683	1	1	0	1	GCF_028805875.1_ASM2880587v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
425	Staphylococcus aureus DC52248	NZ_JARARJ010000006.1	1039539	1042667	3.1683	1	1	0	1	GCF_028805945.1_ASM2880594v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
426	Staphylococcus aureus DC52240	NZ_JARARK010000007.1	996159	999287	3.1683	1	1	0	1	GCF_028805925.1_ASM2880592v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
427	Staphylococcus aureus DC52239	NZ_JARARL010000003.1	996753	999881	3.1683	1	1	0	1	GCF_028806035.1_ASM2880603v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
428	Staphylococcus aureus DC52228	NZ_JARARM010000006.1	1039539	1042667	3.1683	1	1	0	1	GCF_028806075.1_ASM2880607v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
429	Staphylococcus aureus DC52226	NZ_JARARN010000012.1	365163	368291	3.1683	1	1	0	1	GCF_028806095.1_ASM2880609v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
430	Staphylococcus aureus DC52163	NZ_JARARO010000038.1	586598	589726	3.1683	1	1	0	1	GCF_028806195.1_ASM2880619v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
431	Staphylococcus aureus DC52153	NZ_JARARP010000011.1	364747	367875	3.1683	1	1	0	1	GCF_028806155.1_ASM2880615v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
432	Staphylococcus aureus DC52151	NZ_JARARQ010000007.1	365343	368471	3.1683	1	1	0	1	GCF_028806255.1_ASM2880625v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
433	Staphylococcus aureus DC52150	NZ_JARARR010000010.1	365387	368515	3.1683	1	1	0	1	GCF_028806235.1_ASM2880623v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
434	Staphylococcus aureus DC52148	NZ_JARARS010000003.1	992361	995489	3.1683	1	1	0	1	GCF_028806295.1_ASM2880629v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
436	Staphylococcus aureus DC51914	NZ_JARART010000013.1	401325	404453	3.1683	1	1	0	1	GCF_028806445.1_ASM2880644v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
437	Staphylococcus aureus DC51913	NZ_JARARU010000009.1	365224	368352	3.1683	1	1	0	1	GCF_028806355.1_ASM2880635v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
438	Staphylococcus aureus DC51906	NZ_JARARV010000003.1	994296	997424	3.1683	1	1	0	1	GCF_028806385.1_ASM2880638v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
439	Staphylococcus aureus DC51901	NZ_JARARW010000006.1	365394	368522	3.1683	1	1	0	1	GCF_028806435.1_ASM2880643v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
440	Staphylococcus aureus DC51899	NZ_JARARX010000032.1	401381	404509	3.1683	1	1	0	1	GCF_028806535.1_ASM2880653v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
441	Staphylococcus aureus 62025	NZ_JARARY010000002.1	612266	615394	3.1683	1	1	0	1	GCF_028806555.1_ASM2880655v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
442	Staphylococcus aureus 42078	NZ_JARARZ010000002.1	412040	415168	3.1683	1	1	0	1	GCF_028806595.1_ASM2880659v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
443	Staphylococcus aureus 42032	NZ_JARASA010000005.1	403728	406856	3.1683	1	1	0	1	GCF_028806635.1_ASM2880663v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
444	Staphylococcus aureus 42019	NZ_JARASB010000005.1	122054	125182	3.1683	1	1	0	1	GCF_028806665.1_ASM2880666v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
445	Staphylococcus aureus 22088	NZ_JARASC010000004.1	399170	402298	3.1683	1	1	0	1	GCF_028806715.1_ASM2880671v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
446	Staphylococcus aureus DC51277	NZ_JARDYM010000003.1	364886	368014	3.1683	1	1	0	1	GCF_029078465.1_ASM2907846v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
447	Staphylococcus aureus DC900087	NZ_JARDYN010000004.1	167733	170861	3.1683	1	1	0	1	GCF_029078485.1_ASM2907848v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
448	Staphylococcus aureus DC53370	NZ_JARDYP010000004.1	122097	125225	3.1683	1	1	0	1	GCF_029078525.1_ASM2907852v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
449	Staphylococcus aureus DC53328	NZ_JARDYQ010000001.1	167506	170634	3.1683	1	1	0	1	GCF_029078555.1_ASM2907855v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
450	Staphylococcus aureus DC53214	NZ_JARDYR010000004.1	120221	123349	3.1683	1	1	0	1	GCF_029078605.1_ASM2907860v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
451	Staphylococcus aureus DC53309	NZ_JARDYT010000011.1	365197	368325	3.1683	1	1	0	1	GCF_029078545.1_ASM2907854v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
452	Staphylococcus aureus DC53308	NZ_JARDYU010000004.1	365193	368321	3.1683	1	1	0	1	GCF_029078585.1_ASM2907858v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
453	Staphylococcus aureus DC53212	NZ_JARDYV010000001.1	365167	368295	3.1683	1	1	0	1	GCF_029078625.1_ASM2907862v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
454	Staphylococcus aureus DC53124	NZ_JARIGG010000004.1	122112	125240	3.1683	1	1	0	1	GCF_029269045.1_ASM2926904v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
455	Staphylococcus aureus DC53082	NZ_JARIGH010000004.1	122112	125240	3.1683	1	1	0	1	GCF_029269055.1_ASM2926905v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
456	Staphylococcus aureus DC53076	NZ_JARIGI010000001.1	450439	453567	3.1683	1	1	0	1	GCF_029269035.1_ASM2926903v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
457	Staphylococcus aureus DC53074	NZ_JARIGJ010000004.1	167057	170185	3.1683	1	1	0	1	GCF_029269115.1_ASM2926911v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
458	Staphylococcus aureus GE-MSSA34	NZ_JARYIA010000001.1	1451203	1454331	3.1554	1	1	0	1	GCF_041354335.1_ASM4135433v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
459	Staphylococcus aureus 8pSAt0LS	NZ_JARZEZ010000001.1	365148	368276	3.1683	1	1	0	1	GCF_029930755.1_ASM2993075v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
460	Staphylococcus aureus 5pSAt0LS	NZ_JARZFE010000003.1	166362	169490	3.1683	1	1	0	1	GCF_029930685.1_ASM2993068v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
461	Staphylococcus aureus 14pSAt1S	NZ_JARZFP010000002.1	132131	135259	3.1683	1	1	0	1	GCF_029930455.1_ASM2993045v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
462	Staphylococcus aureus 14pSAt0LS	NZ_JARZFQ010000001.1	679004	682132	3.1683	1	1	0	1	GCF_029930535.1_ASM2993053v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
463	Staphylococcus aureus 12pSAt0LS	NZ_JARZFR010000001.1	132157	135285	3.1678	1	1	0	1	GCF_029930445.1_ASM2993044v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
464	Staphylococcus aureus JP21	NZ_JASGBC010000005.1	121874	125002	3.1683	1	1	0	1	GCF_030767115.1_ASM3076711v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
465	Staphylococcus aureus MR273	NZ_JASGBD010000014.1	22158	25286	3.1683	1	1	0	1	GCF_030767105.1_ASM3076710v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
466	Staphylococcus aureus 17PX_2_179	NZ_JAURVG010000004.1	180147	183275	3.1683	1	1	0	1	GCF_030646525.1_ASM3064652v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
467	Staphylococcus aureus IPLA19	NZ_JAVRXV010000004.1	218613	221741	3.1469	1	1	0	1	GCF_036673015.1_ASM3667301v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
468	Staphylococcus aureus TNUPT04IMKU	NZ_JAYJLR010000001.1	112031	115159	3.1683	1	1	0	1	GCF_038404825.1_ASM3840482v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
469	Staphylococcus aureus A23_2165	NZ_JAZGPH010000001.1	542269	545397	3.1681	1	1	0	1	GCF_036421195.1_ASM3642119v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
470	Staphylococcus aureus W116727	NZ_JAZGRG010000005.1	121823	124951	3.1683	1	1	0	1	GCF_042954505.1_ASM4295450v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
471	Staphylococcus aureus 057446_SL045	NZ_JBBNCT010000004.1	122910	126038	3.1683	1	1	0	1	GCF_037991825.1_ASM3799182v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
472	Staphylococcus aureus TN_UPT02I_MKU	NZ_JBDKWI010000001.1	112031	115159	3.1683	1	1	0	1	GCF_039680915.1_ASM3968091v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
473	Staphylococcus aureus TN_UPT03I_MKU	NZ_JBEAMF010000007.1	22323	25451	3.1683	1	1	0	1	GCF_040062725.1_ASM4006272v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
474	Staphylococcus aureus TN_UPT05I_MKU	NZ_JBEAMG010000002.1	166510	169638	3.1683	1	1	0	1	GCF_040062735.1_ASM4006273v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
475	Staphylococcus aureus SA004	NZ_JBEWAU010000007.1	111973	115101	3.1683	1	1	0	1	GCF_040529915.1_ASM4052991v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
476	Staphylococcus aureus 254-1	NZ_JBFSZM010000001.1	2550042	2553170	3.1683	1	1	0	1	GCF_041024995.1_ASM4102499v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
477	Staphylococcus aureus YZUsta4	NZ_JBHERO010000001.1	401277	404405	3.1683	1	1	0	1	GCF_041924545.1_ASM4192454v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
478	Staphylococcus aureus YZUsta7	NZ_JBHERR010000009.1	122052	125180	3.1669	1	1	0	1	GCF_041924525.1_ASM4192452v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
480	Staphylococcus aureus YZUsta26	NZ_JBHESJ010000001.1	76183	79311	3.1683	1	1	0	1	GCF_041924165.1_ASM4192416v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
481	Staphylococcus aureus YZUsta41	NZ_JBHESY010000009.1	121994	125122	3.1683	1	1	0	1	GCF_041923845.1_ASM4192384v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
482	Staphylococcus aureus YZUsta47	NZ_JBHETE010000001.1	310497	313625	3.1683	1	1	0	1	GCF_041923745.1_ASM4192374v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
483	Staphylococcus aureus YZUsta51	NZ_JBHETI010000008.1	105133	108261	3.1683	1	1	0	1	GCF_041923265.1_ASM4192326v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
484	Staphylococcus aureus YZUsta53	NZ_JBHETK010000006.1	119961	123089	3.1683	1	1	0	1	GCF_041923345.1_ASM4192334v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
485	Staphylococcus aureus YZUsta58	NZ_JBHETP010000009.1	122052	125180	3.1683	1	1	0	1	GCF_041923285.1_ASM4192328v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
486	Staphylococcus aureus YZUsta67	NZ_JBHETY010000001.1	406614	409742	3.1683	1	1	0	1	GCF_041923725.1_ASM4192372v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
487	Staphylococcus aureus YZUsta70	NZ_JBHEUB010000015.1	119961	123089	3.1681	1	1	0	1	GCF_041922735.1_ASM4192273v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
488	Staphylococcus aureus YZUsta91	NZ_JBHEUV010000001.1	166181	169309	3.1681	1	1	0	1	GCF_041923705.1_ASM4192370v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
489	Staphylococcus aureus C5896	NZ_JBHFAQ010000002.1	136043	139171	3.1683	1	1	0	1	GCF_041926075.1_ASM4192607v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
490	Staphylococcus aureus C5973	NZ_JBHFCR010000001.1	108938	112066	3.1683	1	1	0	1	GCF_041925095.1_ASM4192509v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
491	Staphylococcus aureus M54.4	NZ_JBHOLS010000001.1	1458269	1461397	3.1683	1	1	0	1	GCF_042583665.1_ASM4258366v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
492	Staphylococcus aureus S17	NZ_JBJGAI010000006.1	131868	134996	3.1683	1	1	0	1	GCF_045032965.1_ASM4503296v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
493	Staphylococcus aureus 75	NZ_JZIO01000002.1	191694	194822	3.1682	1	1	0	1	GCF_000949555.1_ASM94955v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
494	Staphylococcus aureus 112	NZ_JZIQ01000002.1	26091	29219	3.1682	1	1	0	1	GCF_000949585.1_ASM94958v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
495	Staphylococcus aureus VB44746	NZ_MLQF01000001.1	23053	26181	3.1678	1	1	0	1	GCF_001855115.1_ASM185511v1_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
496	Staphylococcus aureus Q13/1/325	NZ_NAIV01000097.1	18797	21925	3.1681	1	1	0	1	GCF_002097615.1_ASM209761v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
497	Staphylococcus aureus H1415	NZ_OFUT01000048.1	459587	462715	3.1678	1	1	0	1	GCF_900250335.1_H1415_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
498	Staphylococcus aureus H1524	NZ_OFVG01000049.1	401370	404498	3.1683	1	1	0	1	GCF_900250525.1_H1524_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
499	Staphylococcus aureus H1442	NZ_OFVJ01000043.1	69459	72587	3.1681	1	1	0	1	GCF_900250475.1_H1442_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
500	Staphylococcus aureus H1645	NZ_OFVN01000037.1	389069	392197	3.1683	1	1	0	1	GCF_900250585.1_H1645_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
501	Staphylococcus aureus H1827	NZ_OFWE01000031.1	275003	278131	3.1681	1	1	0	1	GCF_900250735.1_H1827_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
502	Staphylococcus aureus CM182	NZ_PZRO01000015.1	24464	27592	3.1683	1	1	0	1	GCF_003239105.1_ASM323910v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
503	Staphylococcus aureus CM163	NZ_PZTO01000003.1	122200	125328	3.1683	1	1	0	1	GCF_003236955.1_ASM323695v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
504	Staphylococcus aureus CM141	NZ_PZUH01000012.1	37332	40460	3.1683	1	1	0	1	GCF_003237995.1_ASM323799v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
505	Staphylococcus aureus 483	NZ_QFCY01000002.1	77995	81123	3.1469	1	1	0	1	GCF_003131225.1_ASM313122v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
506	Staphylococcus aureus 909	NZ_QFCZ01000002.1	77995	81123	3.1469	1	1	0	1	GCF_003133785.1_ASM313378v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
507	Staphylococcus aureus Sau-3805Lar	NZ_QXEE01000004.1	122282	125410	3.1683	1	1	0	1	GCF_003605295.1_ASM360529v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
508	Staphylococcus aureus ZH01	NZ_RCVV01000002.1	111778	114906	3.1683	1	1	0	1	GCF_003668615.1_ASM366861v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
509	Staphylococcus aureus ZH03	NZ_RCVX01000003.1	105009	108137	3.1683	1	1	0	1	GCF_003668685.1_ASM366868v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
510	Staphylococcus aureus G08M	NZ_SZYK01000001.1	1040136	1043264	3.1683	1	1	0	1	GCF_006511765.1_ASM651176v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
511	Staphylococcus aureus G11F	NZ_SZYL01000001.1	1040136	1043264	3.1683	1	1	0	1	GCF_006511575.1_ASM651157v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
512	Staphylococcus aureus DE0532	NZ_VDPG01000003.1	167963	171091	3.1683	1	1	0	1	GCF_007666495.1_ASM766649v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
513	Staphylococcus aureus WWeU6	NZ_VRPI01000001.1	236631	239759	3.1681	1	1	0	1	GCF_008762475.1_ASM876247v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
514	Staphylococcus aureus W1Gr24	NZ_VRPJ01000001.1	267435	270563	3.1681	1	1	0	1	GCF_008762515.1_ASM876251v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
515	Staphylococcus aureus W1FPb22	NZ_VRPK01000001.1	281901	285029	3.1681	1	1	0	1	GCF_008762545.1_ASM876254v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
516	Staphylococcus aureus W1Fi9	NZ_VRPL01000001.1	101628	104756	3.1681	1	1	0	1	GCF_008762555.1_ASM876255v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
517	Staphylococcus aureus W1Fi5	NZ_VRPM01000001.1	542474	545602	3.1681	1	1	0	1	GCF_008762595.1_ASM876259v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
518	Staphylococcus aureus W1Dr3	NZ_VRPN01000001.1	281907	285035	3.1681	1	1	0	1	GCF_008762605.1_ASM876260v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
519	Staphylococcus aureus W1Bb4	NZ_VRPO01000002.1	281907	285035	3.1681	1	1	0	1	GCF_008762635.1_ASM876263v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
520	Staphylococcus aureus PTPgP1	NZ_VRPP01000003.1	272	3400	3.1681	1	1	0	1	GCF_008762645.1_ASM876264v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
521	Staphylococcus aureus PTGrAP5	NZ_VRPQ01000003.1	80936	84064	3.1681	1	1	0	1	GCF_008762675.1_ASM876267v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
522	Staphylococcus aureus PTF1P3	NZ_VRPR01000001.1	542468	545596	3.1681	1	1	0	1	GCF_008762715.1_ASM876271v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
523	Staphylococcus aureus PTDrBP4	NZ_VRPS01000001.1	281845	284973	3.1681	1	1	0	1	GCF_008762705.1_ASM876270v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
524	Staphylococcus aureus PTDrAP4	NZ_VRPT01000001.1	104667	107795	3.1681	1	1	0	1	GCF_008762685.1_ASM876268v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
525	Staphylococcus aureus P271	NZ_VRPW01000044.1	19852	22980	3.1681	1	1	0	1	GCF_008762785.1_ASM876278v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	dereplication_representative
526	Staphylococcus aureus HW24	NZ_VRPX01000002.1	198151	201279	3.1681	1	1	0	1	GCF_008762775.1_ASM876277v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
527	Staphylococcus aureus HW2	NZ_VRPY01000001.1	542705	545833	3.1681	1	1	0	1	GCF_008762815.1_ASM876281v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
528	Staphylococcus aureus HW15	NZ_VRPZ01000002.1	238387	241515	3.1681	1	1	0	1	GCF_008762855.1_ASM876285v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
529	Staphylococcus aureus HT3	NZ_VRQA01000002.1	242667	245795	3.1681	1	1	0	1	GCF_008762845.1_ASM876284v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
530	Staphylococcus aureus HT13	NZ_VRQB01000002.1	236004	239132	3.1681	1	1	0	1	GCF_008762875.1_ASM876287v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
531	Staphylococcus aureus H8	NZ_VRQD01000002.1	287013	290141	3.1681	1	1	0	1	GCF_008762935.1_ASM876293v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
532	Staphylococcus aureus H7	NZ_VRQE01000143.1	139	3267	3.1677	1	1	0	1	GCF_008762925.1_ASM876292v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
