Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. NPDC047973                                        NZ_JBEZNV010000073.1  2341      5490      5.1103   0        1        1        1      
Streptomyces sp. NPDC051840                                        NZ_JBFAYH010000016.1  213986    217133    5.1104   0        1        1        1      
Streptomyces sp. NPDC060333                                        NZ_JBHXCN010000221.1  559       4361      6.1444   1        1        1        1      
Streptomyces sp. NPDC060334                                        NZ_JBHXCO010000191.1  540       4343      6.1444   1        1        1        1      
Streptomyces sp. WM4235                                            NZ_LGDE01000092.1     588       4557      6.1445   1        1        1        1      
Streptomyces sp. BE20                                              NZ_JAQYWW010001214.1  13016     17140     7.1506   1        1        1        2      
Streptomyces sp. NPDC002734                                        NZ_JBEOVU010000006.1  78537     81522     5.1052   0        1        1        1      
Streptomyces sp. NPDC047315                                        NZ_JBEYTZ010000021.1  19882     30167     7.1468   1        1        1        2      
Streptomyces sp. NPDC059862                                        NZ_JBHWJR010000031.1  8977      12570     6.1382   1        1        1        1      
Streptomyces sp. NPDC059862                                        NZ_JBHWJR010000038.1  59955     62785     5.1014   0        1        1        1      
Streptomyces sp. NPDC127197                                        NZ_JBHXVG010000028.1  48978     52571     6.1382   1        1        1        1      
Streptomyces sp. NPDC127197                                        NZ_JBHXVG010000039.1  37012     39842     5.1014   0        1        1        1      
Streptomyces sp. NBC_01232                                         NZ_CP108518.1         1225874   1235981   7.1466   1        1        1        2      
Streptomyces sp. NPDC101776                                        NZ_JBIWMV010000027.1  66440     70137     6.1334   1        1        1        1      
Streptomyces sp. NPDC048272                                        NZ_JBEZLU010000096.1  654       4506      6.1446   1        1        1        1      
Streptomyces sp. NPDC051000                                        NZ_JBFAGI010000033.1  637       4490      6.1446   1        1        1        1      
Streptomyces sp. NPDC051577                                        NZ_JBFAZN010000031.1  83926     87772     6.1447   1        1        1        1      
Streptomyces sp. NPDC102278                                        NZ_JBIWLV010000010.1  306715    310572    6.1446   1        1        1        1      
Streptomyces sp. NPDC001816                                        NZ_JBIATY010000021.1  47279     50893     6.1411   1        1        1        1      
Streptomyces sp. AC1-42T                                           NZ_QKWX01000004.1     87775     96338     3.0881   1        1        0        1      
Streptomyces sp. AC1-42W                                           NZ_QKWY01000003.1     177508    186071    3.0881   1        1        0        1      
Streptomyces sp. NPDC001260                                        NZ_JBIAXQ010000022.1  91463     103471    3.0913   1        1        0        1      
Streptomyces sp. ISL-86                                            NZ_JAGGOX010000015.1  30392     33986     6.1413   1        1        1        1      
Streptomyces sp. DSM 116496                                        NZ_CP169552.1         188678    192384    6.1450   1        1        1        1      
Streptomyces sp. NPDC059072                                        NZ_JBHYHE010000198.1  6201      10860     4.0924   1        1        0        1      
Streptomyces sp. NPDC001717                                        NZ_JBIAUK010000028.1  93841     98500     4.0922   1        1        0        1      
Streptomyces sp. NPDC056453                                        NZ_JBHTRJ010000043.1  2234      5093      5.1073   0        1        1        1      
Streptomyces sp. NPDC056713                                        NZ_JBHTYP010000040.1  80482     83341     5.1072   0        1        1        1      
Streptomyces sp. NPDC056721                                        NZ_JBHTYU010000111.1  20485     23344     5.1072   0        1        1        1      
Streptomyces sp. NPDC056723                                        NZ_JBHTYW010000095.1  2234      5093      5.1072   0        1        1        1      
Streptomyces sp. NPDC056910                                        NZ_JBHUCC010000102.1  2237      5096      5.1068   0        1        1        1      
